no,open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,buy_base_asset_volume,buy_quote_asset_volume,ignore
39,1577843820000,7208.47000000,7216.41000000,7207.65000000,7216.27000000,16.10158200,1577843999999,116107.81478731,257,8.59406400,61975.74552415,0
40,1577844000000,7215.52000000,7223.37000000,7214.09000000,7216.91000000,47.61530600,1577844179999,343676.01501614,607,24.76761100,178775.63965934,0
41,1577844180000,7216.37000000,7223.80000000,7215.78000000,7217.83000000,27.13529900,1577844359999,195897.97597502,316,19.24584600,138950.90858421,0
42,1577844360000,7218.60000000,7221.32000000,7214.27000000,7218.14000000,19.37758000,1577844539999,139853.18397536,223,7.17219600,51761.22656545,0
43,1577844540000,7218.14000000,7219.03000000,7211.64000000,7214.88000000,22.46483000,1577844719999,162120.84920020,330,9.82782900,70925.30352834,0
44,1577844720000,7214.24000000,7215.68000000,7211.41000000,7211.97000000,17.16763800,1577844899999,123838.79434190,223,6.89969200,49771.45261498,0
45,1577844900000,7212.87000000,7220.00000000,7212.15000000,7220.00000000,19.88355100,1577845079999,143533.61913513,224,16.40980400,118459.37578791,0
46,1577845080000,7220.00000000,7225.45000000,7218.97000000,7225.26000000,18.61424000,1577845259999,134432.36256569,299,11.80494500,85254.10908655,0
47,1577845260000,7224.66000000,7228.19000000,7221.48000000,7225.50000000,24.60321600,1577845439999,177774.27138676,336,7.90995600,57154.65678019,0
48,1577845440000,7226.17000000,7230.00000000,7224.91000000,7228.80000000,31.17973100,1577845619999,225377.35100542,350,16.01407700,115751.42831807,0
49,1577845620000,7228.80000000,7238.88000000,7225.64000000,7228.09000000,80.97676600,1577845799999,585789.49467625,772,35.21341500,254729.64435816,0
50,1577845800000,7227.12000000,7233.84000000,7226.79000000,7232.77000000,35.86968500,1577845979999,259389.39864702,326,23.25673900,168181.91506844,0
51,1577845980000,7232.06000000,7236.07000000,7229.65000000,7234.08000000,25.80091400,1577846159999,186605.74014273,379,12.13965800,87796.93272108,0
52,1577846160000,7234.57000000,7234.97000000,7228.08000000,7232.30000000,60.01835500,1577846339999,434028.81653922,468,36.92443200,267003.13493253,0
53,1577846340000,7232.61000000,7235.00000000,7229.70000000,7230.49000000,20.19996200,1577846519999,146091.06169870,271,7.95469600,57531.60480324,0
54,1577846520000,7230.76000000,7237.99000000,7229.65000000,7237.63000000,31.43041900,1577846699999,227326.31528757,307,20.17812500,145962.49482099,0
55,1577846700000,7237.42000000,7237.81000000,7231.93000000,7233.49000000,26.02484800,1577846879999,188296.70958217,365,7.64498600,55310.67065278,0
56,1577846880000,7233.51000000,7238.00000000,7232.81000000,7234.05000000,23.92022000,1577847059999,173051.32978525,303,13.88169300,100426.91465868,0
57,1577847060000,7234.22000000,7241.88000000,7232.20000000,7240.53000000,57.35438100,1577847239999,415172.06321294,617,41.55348200,300807.54630058,0
58,1577847240000,7240.53000000,7244.20000000,7238.00000000,7240.54000000,36.10053200,1577847419999,261400.35098084,379,22.43741800,162478.66443423,0
59,1577847420000,7240.54000000,7244.87000000,7239.37000000,7242.85000000,29.41933600,1577847599999,213063.68503707,371,15.94366300,115480.20141201,0
60,1577847600000,7242.66000000,7245.00000000,7230.25000000,7230.25000000,49.03241100,1577847779999,354954.51194045,575,15.73495000,113950.62755739,0
61,1577847780000,7230.70000000,7236.39000000,7230.44000000,7231.90000000,59.38771900,1577847959999,429553.37547150,470,31.43920100,227405.75098960,0
62,1577847960000,7231.90000000,7232.35000000,7224.00000000,7225.01000000,67.40466900,1577848139999,487193.82467884,445,16.17887600,116924.20325304,0
63,1577848140000,7225.30000000,7229.70000000,7220.10000000,7226.60000000,54.34309900,1577848319999,392656.00971385,831,34.94574400,252530.71858022,0
64,1577848320000,7226.10000000,7229.41000000,7225.03000000,7228.50000000,40.85512700,1577848499999,295294.11109079,490,31.50673600,227731.14343918,0
65,1577848500000,7227.43000000,7234.80000000,7227.19000000,7232.30000000,33.53652100,1577848679999,242506.75646505,447,16.71452000,120861.92053418,0
66,1577848680000,7233.65000000,7236.89000000,7230.00000000,7234.65000000,50.14276100,1577848859999,362719.30362806,597,25.10169900,181590.55909595,0
67,1577848860000,7235.71000000,7237.14000000,7233.07000000,7234.89000000,22.15123400,1577849039999,160275.06081640,274,12.79347900,92571.05410257,0
68,1577849040000,7235.76000000,7237.41000000,7232.98000000,7232.99000000,36.50619800,1577849219999,264176.41904926,276,8.43009700,61003.53203588,0
69,1577849220000,7232.99000000,7238.77000000,7231.23000000,7237.15000000,27.05252900,1577849399999,195732.16008429,303,15.59333300,112830.88395445,0
70,1577849400000,7237.82000000,7241.40000000,7237.16000000,7241.39000000,35.04525600,1577849579999,253703.38912322,430,24.88669700,180167.49424628,0
71,1577849580000,7240.63000000,7244.33000000,7240.12000000,7240.82000000,36.47048500,1577849759999,264118.09407115,434,20.69829400,149899.31011225,0
72,1577849760000,7241.60000000,7242.48000000,7226.00000000,7227.14000000,55.82865700,1577849939999,403762.53707761,515,14.83543400,107306.29789101,0
73,1577849940000,7226.78000000,7232.00000000,7226.04000000,7231.27000000,37.47308400,1577850119999,270929.87343481,451,25.63443700,185335.14094934,0
74,1577850120000,7231.51000000,7231.60000000,7220.23000000,7221.27000000,38.38144900,1577850299999,277355.79472203,333,4.78212900,34554.09542536,0
75,1577850300000,7221.27000000,7226.65000000,7220.00000000,7226.55000000,23.11956600,1577850479999,167009.28318080,296,15.25802800,110230.14799387,0
76,1577850480000,7225.96000000,7228.18000000,7224.14000000,7225.00000000,26.50815300,1577850659999,191547.73770504,286,15.30149400,110571.30675783,0
77,1577850660000,7225.03000000,7227.50000000,7224.25000000,7224.27000000,22.21232700,1577850839999,160503.52938224,247,14.15790600,102303.83867613,0
78,1577850840000,7224.56000000,7230.78000000,7223.21000000,7226.83000000,34.03553500,1577851019999,246007.48277929,368,22.64829500,163702.43964947,0
79,1577851020000,7226.51000000,7229.69000000,7223.61000000,7225.01000000,34.23808700,1577851199999,247368.03859135,269,28.16946200,203516.89004737,0
80,1577851200000,7225.00000000,7228.11000000,7223.93000000,7226.76000000,30.91671200,1577851379999,223409.58039654,432,19.21802400,138878.36763428,0
81,1577851380000,7225.70000000,7229.88000000,7225.65000000,7228.00000000,45.46835600,1577851559999,328658.14034465,707,32.58989100,235573.38344242,0
82,1577851560000,7228.00000000,7229.01000000,7224.61000000,7228.45000000,22.82964000,1577851739999,164994.53249369,319,14.55774400,105216.64331401,0
83,1577851740000,7228.09000000,7228.32000000,7224.07000000,7224.13000000,13.69843100,1577851919999,98994.00587785,209,5.59889100,40464.19382443,0
84,1577851920000,7224.15000000,7224.24000000,7217.81000000,7219.09000000,39.65454200,1577852099999,286316.55775122,318,7.96435500,57508.44851621,0
85,1577852100000,7218.61000000,7221.72000000,7216.42000000,7220.99000000,36.55184700,1577852279999,263892.45964348,422,21.92113000,158267.57152310,0
86,1577852280000,7221.11000000,7223.00000000,7219.63000000,7220.99000000,50.60486000,1577852459999,365432.97048068,393,21.46311400,154991.13404433,0
87,1577852460000,7220.26000000,7220.43000000,7215.03000000,7218.75000000,19.66141200,1577852639999,141927.92293293,254,9.02915500,65178.63789662,0
88,1577852640000,7219.94000000,7220.00000000,7216.50000000,7219.64000000,28.43506100,1577852819999,205258.57708149,251,20.59368400,148655.87460256,0
89,1577852820000,7219.62000000,7224.46000000,7218.94000000,7222.23000000,32.73539100,1577852999999,236405.47971752,291,24.65025600,178011.79764477,0
90,1577853000000,7221.21000000,7226.48000000,7220.18000000,7226.31000000,19.55677800,1577853179999,141262.44209772,273,14.31738200,103418.75147072,0
91,1577853180000,7225.38000000,7230.00000000,7225.38000000,7228.28000000,20.17685000,1577853359999,145841.53249876,271,9.84425600,71155.82759971,0
92,1577853360000,7228.00000000,7228.70000000,7224.71000000,7225.00000000,15.41552900,1577853539999,111402.69525001,249,5.00643900,36176.60111059,0
93,1577853540000,7225.00000000,7226.48000000,7222.11000000,7222.15000000,9.89599500,1577853719999,71494.65132809,165,4.62674200,33426.90445177,0
94,1577853720000,7222.11000000,7223.80000000,7220.69000000,7221.92000000,15.31190800,1577853899999,110583.68719125,198,4.46280800,32231.88996160,0
95,1577853900000,7221.84000000,7227.56000000,7221.84000000,7227.49000000,14.96432300,1577854079999,108112.68747270,256,8.05410300,58196.60901796,0
96,1577854080000,7227.54000000,7228.90000000,7223.08000000,7224.12000000,14.01724900,1577854259999,101313.07037831,230,7.41214500,53575.10568411,0
97,1577854260000,7223.46000000,7224.21000000,7221.84000000,7221.84000000,15.82457600,1577854439999,114295.13744289,252,5.10282200,36856.39707552,0
98,1577854440000,7221.85000000,7222.69000000,7217.28000000,7220.28000000,11.99389800,1577854619999,86597.63957345,190,2.81886200,20351.79014002,0
99,1577854620000,7220.26000000,7220.69000000,7216.18000000,7217.27000000,10.09922000,1577854799999,72900.07983754,216,4.28290300,30917.51941321,0
100,1577854800000,7217.26000000,7226.34000000,7217.26000000,7225.84000000,19.65692400,1577854979999,141967.68571989,344,15.84836300,114460.35786178,0
101,1577854980000,7225.84000000,7227.26000000,7223.57000000,7224.69000000,21.91236200,1577855159999,158337.45853463,337,16.26932200,117562.01267620,0
102,1577855160000,7224.80000000,7228.68000000,7223.77000000,7228.68000000,21.71465800,1577855339999,156928.97733348,248,15.79898200,114181.61852405,0
103,1577855340000,7227.89000000,7228.68000000,7226.40000000,7227.64000000,10.92126700,1577855519999,78940.02115098,208,7.19096500,51977.22779181,0
104,1577855520000,7228.65000000,7229.76000000,7221.56000000,7223.95000000,23.88167800,1577855699999,172556.51313227,469,10.02198000,72425.12283820,0
105,1577855700000,7223.14000000,7223.67000000,7220.00000000,7221.00000000,13.06348000,1577855879999,94341.10879114,195,3.47532700,25097.96550024,0
106,1577855880000,7221.15000000,7222.28000000,7218.83000000,7220.23000000,12.37412800,1577856059999,89343.79803040,269,3.99385100,28836.85774234,0
107,1577856060000,7221.45000000,7222.05000000,7216.65000000,7217.70000000,12.14785400,1577856239999,87696.58830042,229,4.81201000,34740.50844185,0
108,1577856240000,7217.70000000,7223.07000000,7216.73000000,7222.96000000,25.91262400,1577856419999,187050.81686145,334,17.61927000,127192.44222543,0
109,1577856420000,7223.05000000,7223.06000000,7218.71000000,7220.18000000,15.43257300,1577856599999,111439.83396233,264,10.56495900,76291.22340993,0
110,1577856600000,7220.17000000,7221.24000000,7218.62000000,7218.71000000,13.08971300,1577856779999,94501.87787400,223,4.59326500,33161.52921554,0
111,1577856780000,7218.71000000,7222.88000000,7218.62000000,7222.05000000,17.90404300,1577856959999,129292.56291511,252,13.63843200,98489.98892729,0
112,1577856960000,7221.63000000,7224.14000000,7221.32000000,7222.05000000,11.49232500,1577857139999,83007.89521845,258,7.70478400,55651.45004184,0
113,1577857140000,7222.60000000,7223.73000000,7220.00000000,7220.25000000,11.83509500,1577857319999,85470.80501974,255,4.83236900,34899.56141834,0
114,1577857320000,7220.00000000,7221.00000000,7218.05000000,7220.60000000,29.08474200,1577857499999,209970.02974460,246,2.92807800,21139.61369240,0
115,1577857500000,7220.31000000,7225.65000000,7219.54000000,7224.83000000,19.74021000,1577857679999,142567.16999573,583,14.76553900,106643.92419432,0
116,1577857680000,7224.77000000,7227.00000000,7222.20000000,7224.08000000,18.42968400,1577857859999,133155.67198046,530,13.44686300,97156.49525811,0
117,1577857860000,7224.95000000,7228.16000000,7223.87000000,7227.03000000,19.35436700,1577858039999,139865.73085466,572,14.58498900,105402.52281218,0
118,1577858040000,7227.45000000,7228.09000000,7222.90000000,7225.37000000,12.99745500,1577858219999,93921.98215120,312,6.46993600,46755.31575892,0
119,1577858220000,7225.43000000,7225.85000000,7220.77000000,7224.21000000,13.72541400,1577858399999,99150.71906634,401,6.33924100,45793.65939518,0
120,1577858400000,7224.24000000,7227.85000000,7222.87000000,7225.51000000,23.87354600,1577858579999,172481.09818754,391,14.96893400,108149.96511091,0
121,1577858580000,7225.50000000,7228.39000000,7225.32000000,7226.82000000,10.73046500,1577858759999,77543.50130394,381,6.90636100,49906.98296009,0
122,1577858760000,7226.76000000,7229.00000000,7224.97000000,7228.70000000,21.09066300,1577858939999,152415.35412499,583,13.93633200,100713.69112865,0
123,1577858940000,7228.72000000,7229.00000000,7226.37000000,7228.08000000,9.81543100,1577859119999,70945.33965347,286,3.28533200,23747.10628598,0
124,1577859120000,7227.85000000,7231.68000000,7227.84000000,7229.31000000,41.47301800,1577859299999,299846.42651757,681,31.92145700,230792.05459585,0
125,1577859300000,7229.31000000,7236.27000000,7227.03000000,7230.89000000,46.36632400,1577859479999,335327.19336467,657,31.88528200,230623.62385350,0
126,1577859480000,7230.89000000,7233.56000000,7228.00000000,7232.61000000,31.38135400,1577859659999,226906.98919458,560,11.82195700,85485.10693594,0
127,1577859660000,7233.06000000,7235.36000000,7230.82000000,7231.22000000,62.24315100,1577859839999,450240.45605309,684,27.28147800,197348.41348652,0
128,1577859840000,7231.24000000,7233.33000000,7231.09000000,7232.22000000,26.64571900,1577860019999,192695.46213224,628,10.50080300,75940.45409441,0
129,1577860020000,7233.19000000,7235.00000000,7231.53000000,7233.71000000,35.01552900,1577860199999,253271.74254210,518,17.67539900,127850.14219270,0
130,1577860200000,7233.28000000,7233.89000000,7230.04000000,7232.64000000,42.29928900,1577860379999,305888.69337907,622,13.91421100,100615.26944463,0
131,1577860380000,7232.23000000,7232.26000000,7227.20000000,7229.29000000,54.79753200,1577860559999,396159.32716258,572,12.43395500,89893.71809902,0
132,1577860560000,7229.49000000,7231.83000000,7229.06000000,7231.16000000,20.02682400,1577860739999,144797.19809705,400,10.51568700,76032.18631916,0
133,1577860740000,7231.15000000,7232.00000000,7230.65000000,7231.36000000,56.09329100,1577860919999,405627.49922833,644,23.83061100,172332.83356035,0
134,1577860920000,7231.25000000,7232.00000000,7229.63000000,7229.63000000,17.78087100,1577861099999,128561.16291518,334,4.19975600,30365.24216925,0
135,1577861100000,7229.63000000,7229.64000000,7225.18000000,7225.45000000,18.30957700,1577861279999,132337.49465864,306,5.03982000,36424.18836603,0
136,1577861280000,7225.50000000,7229.64000000,7225.25000000,7227.50000000,30.59925500,1577861459999,221139.60374876,430,15.20359400,109882.41305748,0
137,1577861460000,7227.50000000,7227.51000000,7225.25000000,7225.39000000,20.98782900,1577861639999,151657.27967980,268,8.08361600,58409.33540555,0
138,1577861640000,7225.36000000,7225.57000000,7221.51000000,7221.57000000,21.93701700,1577861819999,158475.33040882,347,6.98891100,50485.69559744,0
139,1577861820000,7222.02000000,7226.33000000,7221.56000000,7225.62000000,30.00033800,1577861999999,216731.09335559,426,18.00683400,130094.66768556,0
140,1577862000000,7225.88000000,7227.43000000,7225.00000000,7226.78000000,36.81636000,1577862179999,266038.45543274,559,22.48782600,162504.61858293,0
141,1577862180000,7227.14000000,7227.14000000,7225.00000000,7226.80000000,27.34209000,1577862359999,197582.51086586,467,18.07287100,130604.07166913,0
142,1577862360000,7226.78000000,7227.11000000,7223.32000000,7226.24000000,30.26359300,1577862539999,218673.15534438,563,15.59481900,112689.33038229,0
143,1577862540000,7226.17000000,7228.52000000,7225.07000000,7228.51000000,23.96059100,1577862719999,173152.50097162,494,17.35959800,125448.44548930,0
144,1577862720000,7228.51000000,7231.89000000,7226.78000000,7231.08000000,34.15024600,1577862899999,246889.06338468,348,21.93066900,158554.89286033,0
145,1577862900000,7230.85000000,7232.00000000,7228.61000000,7229.72000000,29.00554800,1577863079999,209735.37243580,406,10.52086000,76076.18420573,0
146,1577863080000,7229.02000000,7232.00000000,7228.72000000,7230.25000000,17.96053600,1577863259999,129862.44962773,319,9.75204800,70512.18121559,0
147,1577863260000,7230.41000000,7230.99000000,7228.47000000,7229.95000000,12.46631700,1577863439999,90128.55432924,200,5.24869800,37949.63708376,0
148,1577863440000,7229.65000000,7232.00000000,7229.21000000,7231.99000000,15.88724400,1577863619999,114876.50747220,241,8.99163100,65014.67564717,0
149,1577863620000,7232.00000000,7232.94000000,7230.13000000,7231.27000000,19.78107400,1577863799999,143047.67895234,276,10.83740400,78371.92136925,0
150,1577863800000,7231.04000000,7232.86000000,7222.79000000,7222.98000000,50.61408200,1577863979999,365852.58347709,468,13.97426700,101008.13373199,0
151,1577863980000,7224.05000000,7224.49000000,7215.31000000,7216.42000000,30.69673000,1577864159999,221632.57673989,291,6.59235100,47603.14996952,0
152,1577864160000,7216.21000000,7220.79000000,7212.45000000,7213.01000000,41.74734400,1577864339999,301254.50786778,427,26.73317500,192914.18613838,0
153,1577864340000,7214.04000000,7216.81000000,7209.00000000,7209.04000000,48.90973500,1577864519999,352702.90310005,380,21.80623900,157256.43139026,0
154,1577864520000,7209.08000000,7210.73000000,7199.11000000,7199.88000000,59.83420400,1577864699999,431068.66357471,777,22.32874800,160882.75363352,0
155,1577864700000,7199.88000000,7207.23000000,7199.11000000,7206.96000000,32.57498700,1577864879999,234661.71608851,402,24.66098400,177650.43282280,0
156,1577864880000,7206.96000000,7209.98000000,7201.97000000,7202.57000000,42.93945200,1577865059999,309448.52188809,332,24.71051400,178083.59608730,0
157,1577865060000,7202.79000000,7211.84000000,7202.73000000,7210.00000000,20.40312400,1577865239999,147058.81823122,287,14.74623400,106291.06491873,0
158,1577865240000,7210.00000000,7214.12000000,7207.97000000,7208.25000000,28.85564300,1577865419999,208068.21784675,315,14.86252800,107173.74529791,0
159,1577865420000,7208.26000000,7213.33000000,7206.56000000,7209.83000000,23.13595400,1577865599999,166798.17532631,296,11.68621100,84254.98699682,0
160,1577865600000,7209.83000000,7210.00000000,7203.62000000,7204.00000000,18.58748800,1577865779999,133950.20615674,316,5.81328400,41893.13467229,0
161,1577865780000,7203.62000000,7205.87000000,7200.88000000,7203.04000000,20.05894100,1577865959999,144475.85079509,239,12.60620100,90798.14024859,0
162,1577865960000,7202.50000000,7206.81000000,7200.36000000,7200.90000000,35.56582400,1577866139999,256237.35124187,396,18.87620300,136004.14147738,0
163,1577866140000,7201.17000000,7203.84000000,7200.00000000,7200.82000000,27.08691200,1577866319999,195059.85004009,280,12.66339000,91191.52847904,0
164,1577866320000,7201.11000000,7201.49000000,7193.65000000,7195.21000000,82.50339200,1577866499999,593800.33368159,665,34.66736200,249486.92303935,0
165,1577866500000,7195.21000000,7195.21000000,7187.00000000,7190.88000000,101.75275000,1577866679999,731594.33284657,1032,37.98241800,273085.12826453,0
166,1577866680000,7191.48000000,7191.48000000,7186.71000000,7190.86000000,23.89083000,1577866859999,171750.63434994,448,10.33650500,74309.36687594,0
167,1577866860000,7191.07000000,7196.35000000,7190.01000000,7195.39000000,43.36039400,1577867039999,311863.80080005,341,22.67417200,163076.78057419,0
168,1577867040000,7195.48000000,7196.77000000,7190.56000000,7193.35000000,46.66555700,1577867219999,335735.78573127,321,15.46338600,111250.75297516,0
169,1577867220000,7194.34000000,7194.34000000,7188.96000000,7189.97000000,25.61653700,1577867399999,184220.63635737,289,11.66672700,83905.65661058,0
170,1577867400000,7189.97000000,7191.15000000,7185.98000000,7190.57000000,37.41148100,1577867579999,268941.36708873,342,19.90834000,143124.71427426,0
171,1577867580000,7190.77000000,7194.95000000,7189.06000000,7192.13000000,28.85219400,1577867759999,207513.29431071,294,17.61847500,126715.68461235,0
172,1577867760000,7192.13000000,7194.47000000,7191.00000000,7192.34000000,31.94382400,1577867939999,229753.24811691,308,11.21083600,80636.89091033,0
173,1577867940000,7192.58000000,7193.54000000,7188.34000000,7189.00000000,22.07833200,1577868119999,158764.50498143,267,11.67905000,83979.86007560,0
174,1577868120000,7190.01000000,7191.00000000,7182.15000000,7185.40000000,54.24379200,1577868299999,389886.01234345,596,20.35625100,146336.57156988,0
175,1577868300000,7185.39000000,7186.04000000,7180.00000000,7182.29000000,101.92235300,1577868479999,731929.10869028,867,25.90075300,186012.93616129,0
176,1577868480000,7183.33000000,7187.06000000,7180.00000000,7185.55000000,37.37262900,1577868659999,268461.62831275,497,16.93460200,121658.20439124,0
177,1577868660000,7186.05000000,7191.54000000,7185.75000000,7190.97000000,38.74765400,1577868839999,278580.74894793,427,32.57526800,234204.63023470,0
178,1577868840000,7190.76000000,7193.48000000,7190.47000000,7193.46000000,22.10691900,1577869019999,158986.63121454,284,12.26971300,88241.14652349,0
179,1577869020000,7193.23000000,7202.74000000,7189.25000000,7200.64000000,115.77817100,1577869199999,833261.04301571,638,89.68452800,645524.79683013,0
180,1577869200000,7200.29000000,7210.51000000,7199.19000000,7201.45000000,65.06923600,1577869379999,468855.71703079,632,25.69950800,185149.20538037,0
181,1577869380000,7201.18000000,7203.16000000,7196.39000000,7199.91000000,30.81166800,1577869559999,221824.36447142,327,15.13579100,108961.48832915,0
182,1577869560000,7199.91000000,7200.27000000,7194.33000000,7195.10000000,25.33478100,1577869739999,182324.91184410,237,14.50936900,104425.28112282,0
183,1577869740000,7195.11000000,7199.99000000,7194.32000000,7199.95000000,32.72369600,1577869919999,235516.07780903,411,16.45020100,118397.20942689,0
184,1577869920000,7199.97000000,7201.66000000,7191.91000000,7193.68000000,44.86334900,1577870099999,322780.57237104,541,16.36059800,117729.90473617,0
185,1577870100000,7194.38000000,7194.84000000,7192.24000000,7194.08000000,26.83768100,1577870279999,193048.31595208,356,14.44959300,103939.56307046,0
186,1577870280000,7194.05000000,7195.72000000,7190.02000000,7195.31000000,27.39563900,1577870459999,197048.68704825,336,11.81325600,84975.64635997,0
187,1577870460000,7195.69000000,7197.59000000,7194.62000000,7197.09000000,19.81943200,1577870639999,142627.84078344,235,14.20794900,102246.09629492,0
188,1577870640000,7196.97000000,7197.84000000,7192.66000000,7196.14000000,38.29633100,1577870819999,275535.61892219,439,14.16617400,101927.18603377,0
189,1577870820000,7195.75000000,7199.00000000,7194.50000000,7196.98000000,36.53222600,1577870999999,262931.49554665,322,25.93890100,186695.33306147,0
190,1577871000000,7197.25000000,7199.50000000,7197.22000000,7199.01000000,16.17018200,1577871179999,116398.57727826,202,11.59409200,83459.78826846,0
191,1577871180000,7198.73000000,7200.86000000,7198.44000000,7200.86000000,14.39978400,1577871359999,103678.93440409,211,11.13004600,80137.50389003,0
