Open,High,Low,Close,Volume
4234.54,4275.63,4234.54,4273.78,20.979757
4273.78,4283.79,4250.34,4250.34,24.059067
4250.34,4250.34,4197.73,4197.73,42.514091
4176.64,4197.73,4066.53,4193.35,20.177375
4171.17,4297.75,4128,4173,16.503684
4172.99,4177.41,4117.41,4117.41,8.81497
4086.28,4131,4015.7,4066.21,24.742744
4066.21,4136.48,4051.67,4136.28,35.855282
4135,4135,4010.9,4010.9,9.03771
4043.92,4061,3981.13,4021.11,10.930327
4015.4,4015.4,3949.36,3982.87,7.135815
3982.87,3982.87,3938.77,3975.69,7.602816
3996.92,4094,3938.77,4094,24.603525
4062.21,4131.83,4062.21,4113.75,5.30268
4106.35,4136.48,4085.88,4119.42,20.900551
4119.42,4120.42,4091.53,4108.37,24.036285
4108.37,4135.47,4084.28,4125.44,22.313652
4125.44,4178.31,4110.47,4163.49,18.995225
4163.49,4178.31,4143.11,4156.99,3.744308
4156.99,4184.69,4148.53,4148.53,25.090869
4148.53,4168.07,4148.53,4168.07,13.347959
4168.07,4184,4156.39,4156.39,5.406515
4180,4180,4120,4156,8.589848
4121,4156,4103.52,4138.55,11.022072
4138.5,4156,4076.63,4130,14.960681
4130,4140,4046.26,4068.26,2.392551
4123.95,4123.95,4047.71,4047.71,8.552404
4047.71,4082.27,4027.83,4077,3.96179
4077,4082,4026.34,4045.59,39.04264
4064.85,4064.85,3986.87,3986.87,12.412791
3969.12,3999.15,3933.21,3999.15,9.028769
3999.15,4033.47,3977.19,4033.47,22.400453
4033.47,4064.84,4023.88,4035.08,12.879715
4013.89,4035.08,3964.08,3999,5.12669
3999,4036.08,3999,4021.04,4.161962
4049.74,4082.25,4049.74,4068.2,1.022261
4054,4082,4000.58,4000.58,3.893857
4033,4033,3982.08,4000.58,1.992974
4016,4033,3951.14,3960.76,28.507345
3981.81,4002.87,3850,3957.6,19.671238
3945.12,4033,3928.89,4033,6.408611
3999.96,4095,3991.51,4095,15.822373
4095,4100,4059.92,4059.93,5.264823
4059.92,4099.78,4035.49,4039.84,7.440841
4066,4068.31,4013.7,4027.21,2.045445
4045,4045.19,4029.68,4042.41,2.288981
4036.59,4063.44,4016.96,4016.96,6.288893
3995.63,3995.63,3964.67,3972.05,1.955611
4036.19,4049.69,3994.33,4049.69,1.008331
4049.69,4049.69,3953.4,4000,3.075846
3985,4000.98,3976.72,4000.98,2.194701
4000.98,4048.99,4000.98,4027.37,0.874847
4013.69,4079,4013.69,4079,17.128223
4079,4096,4078,4086.29,0.019979
4073.47,4103.92,4073.47,4089.01,1.615402
4088.71,4088.71,4076.12,4076.12,0.007727
4088.71,4103.92,4051.47,4069.66,0.781035
4062.39,4099,4051.47,4075.98,2.206535
4075.98,4149.98,4075.98,4149.98,2.628583
4149.99,4149.99,4074.23,4074.23,1.323611
4090,4141,4090,4139.98,1.077053
4139.98,4139.98,4120.78,4139.98,1.281044
4120.78,4139.98,4120.78,4139.98,0.052244
4139.98,4139.98,4139.98,4139.98,0.000455
4120.98,4139.98,4044,4096.33,2.332235
4095.33,4095.33,4086.09,4086.09,0.011689
4086.09,4086.09,4066.49,4082.53,0.964379
4069.98,4082.53,4052.82,4082.53,0.096772
4096.33,4112.03,4090.13,4112.03,1.388629
4082.62,4124.69,4082.62,4124.69,1.469932
4111.26,4111.26,4111.26,4111.26,0.3
4111.26,4111.26,4094.62,4094.62,0.047647
4094.62,4094.62,4094.62,4094.62,0.204457
4094.62,4094.62,4091.8,4093,0.604786
4087,4142.16,4087,4142.16,9.954926
4142.16,4142.16,4095.39,4117.41,0.78813
4117.41,4117.41,4087.38,4093.57,1.665668
4093.57,4117.41,4081.19,4115.41,1.249883
4081.4,4117.41,4081.4,4109.41,3.032196
4108.33,4156.56,4081.41,4155.87,11.103864
4155.87,4184.68,4032.62,4184.68,10.208067
4169.89,4211.08,4149.34,4184.73,7.187449
4155,4158.61,4155,4155,0.329309
4155,4155,4155,4155,0.066571
4155,4155,4155,4155,0
4140,4142.41,4109.84,4142.41,0.947044
4104.68,4125.44,4080,4125.44,2.219979
4080.01,4108.37,4080,4106.53,15.061524
4106.53,4125.43,4080,4080,1.907943
4080,4125.43,4080,4108.47,0.857897
4125,4125,4125,4125,0.012787
4114.4,4114.4,4063.35,4063.35,1.245375
4096.32,4096.32,4079.84,4096.32,1.410942
4096.32,4096.32,4068.5,4096.32,0.054708
4100,4114.4,4100,4114.4,2.790481
4101.13,4125,4100.56,4125,20.833133
4125,4128.11,4100,4111.51,6.924466
4111.51,4150,4091.59,4131.46,16.442512
4131.46,4138.07,4102.05,4132.47,20.340746
4132.47,4135,4101.4,4129,28.875918
4129.32,4132.47,4116,4132,24.151521
4132,4158.61,4120,4154.56,23.937354
4154.56,4185.94,4144.85,4166,33.114774
4166,4185.14,4159.99,4164.6,16.208226
4161.59,4171.62,4116,4137.18,31.048944
4137.18,4140.93,4120.72,4140.93,22.388691
4140.93,4156.56,4128.75,4131.47,19.111337
4146.53,4152.37,4134.48,4150,16.616087
4162.59,4169.98,4133.41,4156.57,19.183603
4156.56,4169.98,4132.31,4169.98,18.914974
4151.14,4171.62,4124.44,4124.44,29.998408
4130.85,4156.2,4069.13,4086.29,39.477059
4069.13,4106.36,4062.78,4105.63,25.239141
4099.26,4119.62,4074.52,4108.28,27.852184
4108.28,4114.86,4083.8,4114.86,30.584792
4114.86,4114.86,4080.66,4094.6,25.384355
4094.6,4109.26,4039,4061.19,40.732675
4039.01,4079.94,4039.01,4079.94,18.228474
4079.94,4088.8,4048.75,4083.77,25.019963
4083.77,4104.68,4048.74,4084.76,27.796559
4079.26,4084.8,4047.75,4079.25,19.110905
4079.25,4104.68,4063.5,4104.68,20.379867
4104.68,4104.68,4047.77,4082.96,25.582333
4066.21,4066.21,4011.02,4016.9,41.597969
4011.04,4032.01,3953.41,3953.41,28.02674
3991.05,4031.46,3953.4,3982.96,38.671005
3982.96,4044.32,3970.63,4033.22,23.126
4033.22,4055.92,4019,4043.63,26.08031
4043.63,4055.92,4010.78,4035,33.588145
4035,4039,4022.88,4036.3,21.32419
4036.3,4077.07,4035.82,4035.82,3.108382
4046.9,4075,4046.9,4074,0.796326
4066,4088.12,4066,4088.08,5.055503
4082.93,4088.1,4082.93,4088.1,0.035001
4063,4063,4010.78,4010.78,4.711385
4010.78,4023.11,4000.01,4023.11,10.259382
4023.11,4023.11,4002,4023,3.490432
4023,4023,4000,4000,2.987248
4000,4023.11,3953.4,4007.19,15.202606
3951.5,4007.19,3934.43,3951.49,7.005379
3914.59,4011.98,3911.79,3979.11,3.804975
3999.8,4023.11,3937.01,3989.17,3.890326
3967.5,4020,3920.55,4014.99,3.466471
4014.99,4022,3972.5,4022,3.915359
4005.99,4026.04,3951.26,3977.39,7.31309
4026.02,4029.05,4026.02,4029.05,0.003453
4019.99,4019.99,3951.26,3985.62,3.53994
4014.99,4029.06,3980.76,4016.2,1.532588
3997.57,4029.06,3962.74,4027,1.363787
3986.16,4027,3918.8,3918.8,2.52069
3918.8,4042.11,3918.8,4025,5.842792
4027.51,4027.51,4015.21,4027.05,2.35059
4027.05,4042.11,3950,3950,21.753417
4021.03,4027.05,4003.03,4025.04,10.355182
4025.04,4027.05,4009.01,4019.52,23.079475
4015.76,4070.49,4007.51,4039.1,16.277237
4039.1,4041.23,4008.63,4039.09,13.404031
4039.09,4041.1,4013.63,4041.1,5.388623
4025,4031.87,4009.51,4016,2.307881
4016,4016,3987.5,4016,8.655902
4016,4016,3974.05,3974.05,17.601518
3974.05,3983.19,3789.95,3790,42.737499
3790,3890.51,3733.71,3799.99,13.302245
3728.91,3844.98,3688.97,3700,16.824264
3700,3844.95,3689,3797.99,1.398921
3796,3849.98,3759.5,3849.98,6.935683
3822.5,3849.98,3802.53,3849.98,10.928097
3823,3862.39,3823,3862.39,4.957119
3863,3868.57,3683.03,3683.03,14.079566
3683.03,3695.59,3450.98,3500.8,14.586473
3500.8,3695.62,3450.97,3690,9.129885
3680,3680,3400,3626.99,5.369505
3619.95,3827.22,3619.95,3827.22,17.405234
3813.12,3854.46,3780.53,3803,44.691135
3803,3803,3733.8,3777.05,29.495181
3777.05,3803,3746.97,3798.08,32.46454
3798.08,3805.76,3751.64,3790.11,17.181747
3790,3805.76,3750.08,3794.12,19.686364
3794.12,3875.44,3775.01,3869.42,37.281856
3869.42,3920.31,3851.54,3904.56,38.890322
3904.56,3904.56,3826.12,3893.92,31.479277
3893.92,3904.51,3844.08,3844.08,27.842904
3844.07,3893.52,3841.18,3893.52,32.455277
3853.53,3905.56,3853.53,3866.48,16.913489
3866.48,3920.31,3853.53,3920.31,37.396362
3934.49,3990.12,3904.32,3934.01,38.391222
3949.01,3964.75,3889.38,3889.38,19.521937
3889.38,3925.99,3874.35,3920.99,19.101934
3874.38,3920.99,3786.81,3786.81,21.602001
3786.81,3849,3786.81,3849,4.580527
3829.5,3921.63,3810.07,3874.41,19.646072
3899.99,3919.97,3858.23,3858.23,19.118366
3858.23,3919.99,3853.47,3910.92,18.030028
3919.99,3952.89,3874.45,3905.84,16.74975
3905.84,3998.99,3888.79,3950.55,25.260582
3998.78,3998.78,3934.12,3943,20.018546
3944,4067,3944,4063.69,22.003158
4063.69,4104.82,4026.83,4043.76,23.128985
4071.22,4085,4001.42,4019.97,14.431706
4019.97,4101.24,3984.23,3984.24,19.9129
3984.5,4061.54,3953.13,3953.13,14.7706
3953.13,4058.83,3953.13,3960.29,15.741824
3960.29,4038.96,3948.6,3948.6,10.875477
3948.6,3999.99,3946.67,3946.67,10.410096
3999.96,4046.11,3944.04,3978.77,11.993208
3978.77,4031.99,3971.4,4002,19.271695
4009.1,4017.49,3944.03,3977.39,21.056916
3977.39,4045,3974.37,4040,20.032865
4040,4075.9,4013.89,4036.92,14.198882
4064.2,4077.18,4020.09,4036,9.651155
4048.1,4084.99,4035.38,4071.16,25.280845
4077.58,4100,4064.68,4100,21.295565
4101.53,4127.99,4098.56,4099,25.554434
4099,4126.66,4049.74,4083.72,20.280792
4083.72,4126.99,4050.04,4092.93,24.730259
4092.93,4124.42,4068.67,4100.41,18.666452
4084.54,4115.87,4067.75,4070.02,19.530204
4100,4114.99,4054.01,4083.6,18.339214
4084,4110,4055.12,4071,18.390151
4071,4093.31,4053.18,4053.18,14.42928
4064,4088.97,4035.32,4066.88,19.553258
4066.88,4099.99,4066.88,4080,16.389235
4089.45,4098.88,4052.49,4052.49,16.297858
4060.67,4098,4052.5,4074.88,18.910403
4081.63,4093.98,4058.26,4081,16.565067
4081,4124,4057,4124,21.132851
4123.88,4242.32,4100.15,4194.91,24.963996
4218.61,4242.28,4188.62,4203.12,15.217201
4208.11,4228.02,4194.9,4214.44,13.255509
4224,4228.02,4188.63,4228.02,10.807365
4203.12,4228.01,4174.09,4208.7,16.597997
4200,4237.99,4188,4237.99,16.484036
4205.98,4265.8,4205.98,4219.06,26.995821
4236.53,4265.8,4174,4215.68,35.642869
4215.68,4230.92,4155,4190.17,52.469131
4190.08,4212.29,4155.28,4211,28.779123
4166.89,4212.29,4166.79,4208.77,21.060778
4207.77,4208.77,4154.51,4174,37.253164
4174,4196.42,4150.65,4196.42,17.706404
4201.75,4226.95,4166.27,4197.05,17.453279
4226.94,4254.79,4197.05,4239.46,45.024595
4239.46,4259.58,4209.51,4210.03,26.12516
4220.56,4231,4166.33,4180.01,26.924058
4209.47,4209.47,4166.27,4166.27,12.246436
4166.27,4191.71,4150.65,4150.65,11.567324
4183.67,4183.67,4135.38,4143.37,20.297609
4143.37,4168.9,4103.51,4156.61,13.191438
4116.26,4156.75,4116.26,4117.07,19.260965
4136.48,4136.48,4074.87,4090,19.432272
4101.53,4118.99,4073.41,4118.4,23.325385
4105.25,4178.65,4092.99,4118,27.587777
4118,4147,4090,4090,13.480307
4090,4111.36,4069.8,4089.18,12.199829
4089.18,4152,4088.44,4114.2,14.938835
4151.88,4151.88,4114,4147.88,19.574455
4128.5,4169.99,4113.79,4114.01,22.077542
4147,4154.55,4114.08,4153.68,15.681456
4147.92,4153.68,4125.4,4131,14.43028
4132,4160.73,4113.9,4141.41,17.189594
4141.42,4195,4140.78,4140.91,13.376684
4141.88,4204.55,4141.51,4155.82,13.2481
4156.36,4190.48,4131.92,4131.92,14.581402
4146.97,4163.59,4097.83,4130,17.875074
4109.74,4149,4085.01,4113.58,17.13756
4113.58,4148.19,4100.04,4112.49,17.483209
4112.49,4139.88,4090.39,4113.98,14.764362
4113.98,4146.53,4113.49,4128.82,16.188679
4132.82,4177.64,4131.91,4132.09,11.97009
4132.09,4174,4131.91,4148.34,15.973891
4149,4177.18,4133.42,4133.42,13.947645
4153.97,4173.99,4133.41,4156.88,23.001595
4156.88,4172,4153.32,4153.32,9.849989
4153.8,4196.94,4153.32,4186.88,14.53987
4186.88,4206.88,4183.21,4200,17.735558
4200,4224,4168.26,4196.73,13.49241
4168.38,4211.79,4150,4165.01,25.423936
4166,4250.94,4165.01,4172,36.547187
4185,4199.19,4165.2,4173.98,29.947365
4173.98,4211,4173.98,4180,16.248777
4185.38,4215.74,4166.67,4202,17.551385
4211.78,4224.64,4136.33,4136.33,17.889435
4160,4185,4136.58,4150.89,13.471037
4167.69,4184.48,4148.78,4162.48,11.67336
4161.48,4177,4148.78,4157.74,26.967318
4173.11,4207.77,4157.74,4201.2,30.498803
4202,4250.9,4192.18,4221,21.817172
4235.9,4250.78,4196.01,4208,12.038142
4208,4230,4207.78,4222,12.642075
4223.06,4250.71,4207.86,4214,19.679635
4239.5,4245,4214,4215,9.635985
4225.5,4236,4196.01,4196.01,12.788861
4202.06,4212,4178.22,4188.18,14.753772
4188.18,4209,4179.22,4207,14.416359
4180.02,4221,4180.02,4221,13.584222
4234,4247.99,4206.61,4220.38,14.278492
4220.38,4250.77,4206.61,4216.07,12.442032
4216.1,4245,4216.1,4235,11.825338
4200,4230,4193.17,4193.5,10.773627
4208.1,4234,4205.87,4205.87,10.790676
4205.87,4230,4205.87,4207,12.952615
4207,4291,4206.11,4270,17.01358
4290,4330.61,4267.86,4326.23,11.524399
4326.24,4371.68,4312.68,4335,23.297475
4335,4357.36,4297.76,4316.01,12.478245
4316.01,4351.98,4310.59,4319.66,16.347182
4319.66,4369,4313.57,4366,31.842602
4368,4370,4344.66,4347.54,20.837247
4353.49,4358,4328.58,4333.01,15.862957
4333.01,4349,4328.58,4329,10.49694
4329.01,4363.71,4329.01,4363.71,17.199631
4346.14,4363.71,4295.76,4295.8,15.496495
4295.8,4349.02,4295.75,4312.69,13.021472
4312.69,4362,4312.69,4328.62,16.692464
4345.32,4362,4310.2,4310.2,13.784509
4296.63,4340,4296.63,4335.28,9.34252
4335.28,4339.98,4281.04,4281.04,8.52535
4294.79,4320,4267.5,4267.5,14.308798
4274.84,4333.96,4274.84,4302.72,17.531047
4302.72,4335,4300,4317.67,11.923922
4326.33,4334.77,4317.67,4329,9.400933
4317.81,4354.35,4316.54,4316.55,11.8862
4316.55,4340.75,4316.55,4332.17,9.475933
4332.17,4348,4332.17,4348,7.693419
4336,4352,4335.59,4344.56,4.542941
4344.56,4344.56,4330,4330,2.6664
4337.28,4344.56,4298.74,4314.33,12.373053
4331.67,4349,4314.33,4314.33,9.135158
4315,4361.28,4313,4361.27,16.659956
4361.27,4361.27,4261.13,4317.67,95.068172
4317.67,4338.99,4281.01,4309.69,15.930437
4311.69,4345,4304.9,4304.9,13.493073
4321.44,4324.76,4297.66,4312,7.307945
4303.82,4340,4291.52,4330,5.57453
4299,4338,4299,4305,5.035736
4321.5,4422.29,4321.5,4409.3,13.378893
4417.7,4417.7,4355.86,4394.36,8.41787
4394.36,4433.25,4375.29,4389.58,12.010986
4423.81,4453.91,4412.29,4447.31,5.773794
4414.01,4423.1,4385.34,4399.79,5.964723
4399.79,4424.99,4372.29,4402.32,9.929221
4409.44,4418.08,4388.88,4402.34,6.297912
4410,4449.44,4402.34,4449.44,3.004495
4406.35,4420,4388.89,4388.89,1.193262
4388.89,4388.89,4284.11,4307.17,8.224937
4326,4326,4250.01,4250.01,6.734951
4250.01,4313.93,4247.48,4286.29,4.824071
4286.29,4335,4268.5,4268.85,2.148712
4298.67,4336.13,4250.08,4288.99,7.425441
4288.99,4347.54,4288.99,4309.22,5.037754
4311.71,4365,4303.37,4303.37,3.915001
4304.02,4326.95,4289,4302.13,4.12343
4302.13,4343.18,4280.68,4280.68,5.750265
4280.71,4315,4274.33,4280,3.987313
4280.01,4310,4280,4281,1.211387
4305.5,4315,4282,4308.13,2.256379
4283,4285,4283,4284,2.002839
4284,4300.13,4260.65,4260.65,4.866021
4296.39,4305.75,4260.62,4266.04,9.745847
4245.01,4285.56,4228.99,4273.84,8.338235
4269.86,4297.94,4256.14,4297.94,9.230547
4297.94,4297.94,4282.8,4282.8,0.449293
4271.51,4297.94,4271.51,4297.94,0.097233
4297.94,4297.94,4252.44,4263.04,4.685914
4272.98,4319.67,4267.98,4295.75,12.164797
4307.72,4319.59,4280.81,4280.82,6.618092
4300.26,4319.7,4280.82,4319.7,2.325055
4308.82,4319.6,4297.94,4297.94,1.407451
4319.7,4319.7,4319.7,4319.7,0.959453
4319.7,4319.7,4318.74,4318.74,1.396026
4319.7,4319.7,4319.7,4319.7,0.215649
4318.74,4318.74,4260.88,4303.08,12.342823
4302.59,4302.59,4274.84,4274.84,2.382976
4289.12,4303.57,4289.12,4289.12,1.735299
4317.99,4317.99,4289.12,4292.8,4.556492
4307.5,4317.99,4292.8,4292.8,6.8837
4301.31,4301.31,4287.79,4288.72,6.640116
4288.72,4297.93,4274.83,4274.83,5.010631
4273.84,4306.74,4234.42,4243.98,10.676902
4260.41,4276.85,4221.14,4247.94,4.110222
4247.95,4295,4234,4261.89,5.327337
4258.53,4267.95,4242.04,4261.89,3.41281
4271.85,4274,4271.85,4274,0.886912
4274,4275,4259.9,4259.9,1.686296
4259.9,4275,4246.96,4275,3.543874
4275,4275,4275,4275,0.332861
4257,4275,4212.41,4265.97,10.184835
4265.97,4272.99,4230.02,4234.7,5.193957
4234.7,4263.87,4234.7,4255.19,3.686637
4255.19,4262.99,4236.51,4262.99,0.780813
4262,4273,4237,4272,4.800912
4272,4318,4258.51,4292.36,13.8078
4292.36,4351.32,4269.83,4293.52,8.643293
4293.52,4335.06,4279,4302,7.84121
4302,4333.56,4302,4333.56,2.855645
4345,4345,4301.14,4319.64,4.738184
4312.93,4334.99,4288.1,4313.98,7.477332
4323.06,4329.99,4297.94,4297.94,4.079839
4330,4330,4288.09,4300,4.327133
4288.1,4352.18,4288.09,4330,5.448302
4330,4367,4330,4337.44,2.755394
4332.51,4348.21,4315.52,4327.83,10.130059
4338.92,4368.2,4338.92,4354,8.411276
4339,4368,4338.93,4368,7.603475
4353.47,4383.03,4346,4379.32,11.808343
4379.5,4400,4368.63,4400,5.775308
4394,4394,4368.1,4368.1,4.908101
4379.24,4379.24,4328.4,4328.4,7.591808
4328.39,4357.35,4314.91,4314.91,6.752018
4329.19,4370.85,4303.02,4328,11.766324
4328,4328,4328,4328,0.973571
4328,4342.19,4303.02,4317.9,7.309587
4317.91,4328.66,4293.42,4320.52,5.817433
4314.9,4336.2,4314.89,4314.89,8.148469
4344.9,4344.9,4314.9,4314.9,4.928472
4335.11,4342.96,4314.89,4330.61,4.655878
4330.61,4339.69,4298.75,4313.84,3.878465
4331.29,4352.34,4311.85,4311.85,11.282781
4331.01,4331.02,4302.12,4302.14,4.834026
4323.9,4329.32,4302.11,4329.32,5.935908
4329.32,4345.81,4302.12,4320.81,6.932836
4330,4330,4301,4301,3.011597
4301,4323.85,4285.56,4302.73,10.809117
4323.87,4344.99,4285.8,4298.79,7.799165
4344.97,4344.97,4298.68,4323.37,6.533252
4340,4340,4326.36,4326.37,4.701844
4325.18,4340,4298.66,4298.66,6.298189
4314.11,4333.68,4285.54,4327.34,9.238341
4326.34,4326.34,4312.69,4312.69,2.660475
4312.69,4324.36,4295.89,4309.64,2.360744
4313,4320,4312.19,4312.19,2.822997
4312.19,4325,4295.89,4324.99,3.716412
4296,4335,4295.28,4325,3.478422
4290.01,4339.99,4290.01,4338,5.727947
4305,4338,4302,4306,5.119124
4339.99,4370.92,4306.01,4370,16.207491
4345,4370,4330.45,4340,4.907641
4369,4370.92,4335,4335,3.80558
4335,4368.41,4335,4368.41,1.818872
4370.42,4384.91,4335.06,4335.07,11.777393
4335.07,4386.78,4327.62,4368.41,22.747212
4336.12,4386.79,4336.12,4345,11.543644
4338.02,4386.49,4336.12,4345,17.693269
4386,4386,4336.09,4338,10.152318
4380,4380,4336.09,4370,6.594187
4350,4371.42,4340,4371.42,2.374359
4327.63,4371.42,4315.16,4315.16,8.664995
4367.4,4367.4,4314.65,4314.7,4.484125
4314.84,4364.95,4309.6,4310.01,14.199735
4310.01,4326.99,4284.76,4326.91,21.063303
4282.21,4326.78,4282.2,4282.2,8.469148
4282.2,4317.2,4265.45,4280.81,23.540124
4316.91,4316.91,4275,4280.04,3.27521
4280.04,4330.36,4258.78,4284.8,7.438212
4289,4295,4289,4295,0.371783
4295,4310,4239.37,4239.37,7.170493
4239.36,4280,4239.36,4239.37,1.967082
4239.36,4252.76,4124.54,4189.99,23.199686
4160.6,4229.84,4131.23,4227,16.154692
4251.92,4251.92,4170,4170.01,5.61622
4170.1,4221.66,4150.1,4169.01,15.873874
4223.8,4282.07,4199.01,4271.02,11.929273
4245.57,4256.97,4221.04,4221.04,4.927324
4221.04,4270,4207.42,4270,12.794039
4270,4297.11,4248.95,4261.9,3.90209
4261.9,4297.12,4239.15,4275,15.922286
4240,4305,4240,4252.7,6.912672
4252.7,4283.99,4229.64,4242.96,9.049141
4229.65,4298.83,4226.93,4227,8.95202
4240,4280,4240,4258.21,26.600063
4270.99,4317.21,4270.99,4290.77,10.387298
4290.77,4332.55,4288.07,4288.07,17.966346
4291.69,4365.4,4291.69,4308,25.932208
4309,4347,4289.5,4289.5,18.098612
4290,4327,4271.86,4280,15.997687
4280,4334.27,4279.82,4324,11.309449
4324,4347,4295.26,4347,9.053404
4295.32,4320.9,4279.82,4315,14.130837
4294.76,4318.99,4291.13,4291.13,18.101769
4291.13,4310.2,4275.55,4292.77,23.253011
4292.77,4315,4271.03,4273.59,11.913782
4317.2,4317.2,4273.59,4281.54,11.612173
4302.28,4341.99,4285.79,4322.65,11.654438
4322.65,4365.1,4320.95,4349.69,27.12283
4364.81,4370.45,4313.66,4324.67,14.792867
4324.64,4362.99,4323.32,4323.32,6.172897
4323.32,4361.38,4307.22,4312.7,12.494041
4312.69,4361.37,4312.69,4361.33,10.135717
4330.01,4339.99,4315.67,4321.65,13.240714
4321.65,4321.65,4321.65,4321.65,0.607324
4321.65,4339.8,4290.18,4312.43,12.764258
4312.43,4339.78,4312.43,4328.56,2.307361
4322.64,4349.98,4317.29,4331.47,18.209698
4346.76,4399.82,4332.01,4361.45,11.117757
4361.45,4386,4331.45,4353.32,11.63169
4353.32,4379.09,4350.7,4378.52,13.601371
4352.62,4386.69,4352.62,4386.69,15.103342
4353.65,4386.68,4353.62,4354.62,6.441225
4354.62,4379.76,4331.46,4349.44,13.845861
4349.44,4386.69,4346.16,4346.19,10.182681
4386.68,4386.68,4331.47,4349.54,10.040066
4349.55,4349.55,4314.35,4325.28,16.202902
4358.45,4359.99,4314.75,4314.78,0.943639
4359.99,4383.99,4315.93,4383.99,3.98228
4383.99,4383.99,4330.02,4376.99,17.22342
4363.48,4383.95,4358.5,4358.55,11.894709
4362.49,4383.98,4360.89,4363.16,15.597563
4363.16,4404.05,4362.49,4362.49,11.939354
4362.49,4385,4343.49,4356.76,18.598941
4356.76,4389.48,4343.48,4389.48,18.913127
4350,4389.49,4350,4363.21,11.541323
4389.44,4404.07,4313.55,4360.39,21.425464
4383,4383.47,4313.86,4329.02,18.546478
4328.12,4369.13,4328.12,4349.15,10.60501
4354.98,4382.99,4348.86,4352.52,15.34242
4352.52,4379.99,4334.32,4347.55,17.068173
4361.81,4367.4,4329.59,4367.4,13.556271
4367.4,4368.47,4329.57,4333.2,5.095812
4368.46,4368.46,4333.22,4346.86,5.98755
4346.86,4377.47,4333.2,4362.42,7.545965
4383.82,4417.61,4366.47,4368.5,12.850228
4368.5,4400.79,4347.59,4368.54,22.852197
4389.95,4436.94,4370.67,4408.08,18.384915
4417.07,4469.43,4408.09,4437.18,12.550672
4437.18,4625.85,4437.18,4580,21.822842
