c;timestamp
6767.09000000;1576682158.9452395
6768.10000000;1576682160.6233056
6769.99000000;1576682163.2563899
6775.52000000;1576682165.3279653
6776.82000000;1576682167.3453238
6777.86000000;1576682169.4622724
6771.71000000;1576682171.8796275
6771.46000000;1576682173.6458228
6770.97000000;1576682175.6751478
6768.80000000;1576682177.8960087
6770.23000000;1576682179.8316934
6772.52000000;1576682181.837502
6775.01000000;1576682183.8689473
6776.97000000;1576682185.942098
6774.42000000;1576682187.9821699
6772.76000000;1576682190.0023477
6774.61000000;1576682192.008565
6770.01000000;1576682194.1002
6770.48000000;1576682196.0963244
6772.76000000;1576682198.094448
6777.44000000;1576682200.1570978
6777.26000000;1576682202.5563724
6777.92000000;1576682204.6532574
6777.75000000;1576682206.6709323
6781.00000000;1576682208.7537916
6780.81000000;1576682210.9850018
6785.71000000;1576682213.0132384
6791.00000000;1576682215.0143087
6793.10000000;1576682217.042313
6792.38000000;1576682219.118852
6792.15000000;1576682221.1117835
6790.77000000;1576682223.1370637
6790.02000000;1576682225.182147
6786.92000000;1576682227.3737216
6786.62000000;1576682229.7904563
6785.27000000;1576682231.786089
6785.39000000;1576682233.7926173
6788.15000000;1576682235.491987
6788.01000000;1576682237.4810293
6787.62000000;1576682239.5966477
6791.29000000;1576682241.613265
6792.13000000;1576682244.102669
6792.13000000;1576682245.7534566
6796.11000000;1576682247.757778
6798.00000000;1576682249.8328114
6799.92000000;1576682252.2396734
6799.99000000;1576682254.0046132
6805.72000000;1576682256.1008828
6811.13000000;1576682258.106605
6809.96000000;1576682260.1215649
6805.14000000;1576682262.1380262
6803.03000000;1576682264.5360587
6798.97000000;1576682266.1769466
6796.72000000;1576682268.2232614
6793.83000000;1576682270.2604592
6797.02000000;1576682272.3034933
6798.06000000;1576682274.7924776
6796.88000000;1576682276.6204913
6795.37000000;1576682278.701296
6792.66000000;1576682280.7055924
6787.90000000;1576682283.1396785
6794.64000000;1576682284.9620624
6797.70000000;1576682287.3343585
6798.86000000;1576682289.3864663
6793.08000000;1576682291.0485425
6790.34000000;1576682293.092538
6792.23000000;1576682295.2569087
6793.45000000;1576682297.2878613
6795.27000000;1576682299.4464364
6800.04000000;1576682301.8563647
6796.72000000;1576682303.493005
6796.86000000;1576682305.4979074
6800.00000000;1576682307.5304575
6800.12000000;1576682309.524362
6800.53000000;1576682311.6149707
6797.52000000;1576682313.687128
6801.00000000;1576682315.6865263
6802.03000000;1576682317.7178888
6800.60000000;1576682319.7397466
6800.06000000;1576682321.7843919
6799.68000000;1576682323.8122387
6799.25000000;1576682325.8796523
6796.43000000;1576682327.9493637
6799.25000000;1576682329.9618092
6801.70000000;1576682332.006091
6800.29000000;1576682334.726033
6800.58000000;1576682336.0710282
6796.76000000;1576682338.5057554
6798.29000000;1576682340.4922833
6800.02000000;1576682342.3503923
6797.00000000;1576682344.8023803
6797.51000000;1576682346.5681393
6797.00000000;1576682348.8112795
6795.38000000;1576682350.8245292
6792.26000000;1576682352.8411047
6790.87000000;1576682355.037029
6790.01000000;1576682357.09806
6790.02000000;1576682359.1684296
6785.16000000;1576682361.19269
6787.58000000;1576682363.2257566
6788.16000000;1576682365.2624865
6787.68000000;1576682367.6266387
6785.02000000;1576682369.4676232
6785.01000000;1576682371.8460228
6783.99000000;1576682373.5440383
6784.61000000;1576682375.549513
6787.34000000;1576682377.6308818
6785.82000000;1576682379.9982636
6784.11000000;1576682381.963697
6783.64000000;1576682384.095062
6782.13000000;1576682386.2486315
6786.16000000;1576682388.2464547
6787.16000000;1576682390.2802315
6786.21000000;1576682392.288778
6781.92000000;1576682394.3474522
6781.60000000;1576682396.3997142
6782.67000000;1576682398.4355123
6787.77000000;1576682401.0283756
6788.26000000;1576682402.7155235
6788.07000000;1576682404.7305074
6786.58000000;1576682406.748703
6784.77000000;1576682408.7543676
6783.96000000;1576682410.863489
6785.29000000;1576682413.2515962
6787.93000000;1576682414.9259322
6785.69000000;1576682417.2406132
6785.49000000;1576682419.4056492
6786.54000000;1576682421.4079118
6785.01000000;1576682423.4824154
6783.51000000;1576682426.601823
6782.91000000;1576682428.198768
6780.01000000;1576682430.5067515
6779.79000000;1576682432.4964526
6779.78000000;1576682434.6421263
6781.88000000;1576682436.7548075
6781.89000000;1576682439.5389879
6784.63000000;1576682441.669833
6784.79000000;1576682443.689594
6782.06000000;1576682445.9256027
6780.42000000;1576682448.095365
6781.24000000;1576682450.17689
6781.89000000;1576682452.195802
6780.42000000;1576682454.5877063
6778.12000000;1576682456.633843
6777.71000000;1576682458.7223516
6779.06000000;1576682461.4120326
6781.86000000;1576682463.4290895
6782.28000000;1576682465.6026788
6781.78000000;1576682467.7657404
6781.80000000;1576682469.8279843
6782.31000000;1576682471.9676907
6782.15000000;1576682474.1572356
6782.15000000;1576682476.4177492
6782.15000000;1576682478.6015766
6781.65000000;1576682480.704585
6781.59000000;1576682482.7196043
6783.73000000;1576682485.670356
6787.51000000;1576682487.3258662
6788.47000000;1576682489.3517663
6790.00000000;1576682491.5668871
6791.86000000;1576682493.9259527
6790.33000000;1576682495.7290492
6792.02000000;1576682497.7994316
6793.69000000;1576682499.9649901
6794.64000000;1576682501.9669886
6793.01000000;1576682504.0253603
6794.15000000;1576682506.397718
6794.68000000;1576682508.1684232
6796.62000000;1576682510.6244056
6797.64000000;1576682512.627528
6797.91000000;1576682514.836732
6804.55000000;1576682516.843371
6799.95000000;1576682519.0350325
6803.84000000;1576682521.071813
6799.12000000;1576682523.1527
6798.56000000;1576682525.410804
6796.50000000;1576682527.6665432
6801.52000000;1576682529.9280617
6800.00000000;1576682531.8859897
6803.98000000;1576682533.9521053
6804.10000000;1576682536.129775
6806.29000000;1576682538.1431978
6812.89000000;1576682540.3163414
6814.19000000;1576682542.2523615
6813.36000000;1576682544.2493744
6809.50000000;1576682546.3781176
6806.08000000;1576682548.4004357
6810.67000000;1576682550.409115
6812.93000000;1576682552.8419392
6810.02000000;1576682554.9517941
6811.72000000;1576682556.9637723
6814.16000000;1576682559.029463
6812.53000000;1576682561.0679784
6813.12000000;1576682563.2687793
6814.99000000;1576682565.2788663
6816.37000000;1576682567.3948517
6814.11000000;1576682569.3965547
6813.32000000;1576682571.4648352
6812.55000000;1576682573.5897589
6812.20000000;1576682575.7530422
6809.42000000;1576682577.801266
6807.32000000;1576682580.0324779
6808.31000000;1576682582.53105
6810.11000000;1576682583.984608
6806.76000000;1576682585.9938123
6805.95000000;1576682588.145635
6805.18000000;1576682590.3748305
6807.59000000;1576682592.7276804
6804.80000000;1576682594.8252
6804.81000000;1576682597.5112317
6804.49000000;1576682599.6665304
6804.68000000;1576682601.3722773
6804.85000000;1576682603.3896227
6806.03000000;1576682605.3985317
6803.25000000;1576682607.4281409
6803.55000000;1576682609.500124
6805.14000000;1576682611.5075567
6803.88000000;1576682613.6220024
6804.06000000;1576682616.0053983
6804.63000000;1576682618.1798675
6804.19000000;1576682620.5498455
6802.95000000;1576682622.2664576
6803.09000000;1576682624.3982403
6803.97000000;1576682626.4241529
6803.09000000;1576682628.443178
6803.34000000;1576682630.5038652
6800.01000000;1576682632.7478101
6800.60000000;1576682635.3200548
6799.96000000;1576682637.3135536
6799.52000000;1576682639.4067888
6796.96000000;1576682641.8803077
6796.45000000;1576682644.0582926
6795.13000000;1576682646.1336284
6796.27000000;1576682648.2043686
6796.27000000;1576682650.6927097
6804.42000000;1576682652.727556
6800.04000000;1576682654.7326975
6801.73000000;1576682656.9948275
6799.23000000;1576682659.392606
6800.07000000;1576682663.0144
6800.05000000;1576682665.444465
6800.12000000;1576682665.9571376
6797.80000000;1576682668.0107703
6797.52000000;1576682670.212938
6798.44000000;1576682672.2739544
6798.36000000;1576682674.7932105
6798.03000000;1576682676.49195
6794.94000000;1576682678.5452182
6794.23000000;1576682680.5832596
6793.84000000;1576682682.6247208
6794.90000000;1576682684.6350224
6799.92000000;1576682686.6391718
6801.90000000;1576682688.903591
6801.47000000;1576682690.9316494
6800.53000000;1576682693.0931494
6801.00000000;1576682695.4107792
6802.56000000;1576682697.7731817
6806.55000000;1576682699.565733
6804.94000000;1576682701.9324076
6805.99000000;1576682703.9195812
6807.94000000;1576682705.5853586
6807.95000000;1576682707.6084087
6804.95000000;1576682709.6051855
6804.68000000;1576682711.7765455
6805.59000000;1576682713.9219656
6804.68000000;1576682716.2331054
6806.74000000;1576682718.386328
6808.52000000;1576682721.08578
6808.17000000;1576682723.5431914
6805.51000000;1576682725.6483293
6805.05000000;1576682727.9827733
6806.75000000;1576682730.1818874
6808.54000000;1576682732.2024024
6810.79000000;1576682734.2883165
6813.70000000;1576682736.552222
6813.86000000;1576682738.612633
6815.14000000;1576682740.6219125
6816.26000000;1576682742.6555405
6816.97000000;1576682744.688393
6828.47000000;1576682747.0500743
6835.85000000;1576682748.7083278
6829.81000000;1576682751.131924
6831.91000000;1576682752.7580543
6825.55000000;1576682754.7620964
6829.19000000;1576682756.7726588
6824.76000000;1576682759.3064816
6829.01000000;1576682761.3653884
6833.76000000;1576682763.4920585
6835.18000000;1576682765.5187285
6835.21000000;1576682767.5236816
6837.95000000;1576682769.566357
6837.76000000;1576682771.687579
6834.34000000;1576682773.7729871
6833.81000000;1576682775.862807
6834.34000000;1576682777.8973916
6840.00000000;1576682779.9492338
6842.54000000;1576682782.3194666
6841.81000000;1576682784.0237544
6841.68000000;1576682786.0705323
6844.00000000;1576682788.2378192
6847.33000000;1576682790.2485294
6851.82000000;1576682792.2633548
6850.54000000;1576682794.267433
6848.98000000;1576682796.289366
6843.74000000;1576682798.3099902
6843.95000000;1576682800.6269355
6844.17000000;1576682802.7043326
6840.58000000;1576682804.7183478
6840.59000000;1576682806.7255895
6840.34000000;1576682808.7763393
6838.46000000;1576682810.8215911
6835.07000000;1576682812.8687363
6837.91000000;1576682814.9480872
6837.03000000;1576682817.0227427
6827.85000000;1576682819.0687685
6830.38000000;1576682821.0846655
6833.76000000;1576682823.1075978
6834.91000000;1576682825.1529505
6836.27000000;1576682827.2014835
6836.32000000;1576682829.2475243
6833.40000000;1576682831.3521051
6832.78000000;1576682833.4024096
6832.47000000;1576682835.4423323
6832.03000000;1576682837.5010707
6834.71000000;1576682839.6400955
6833.76000000;1576682842.0957503
6830.25000000;1576682844.8332133
6823.64000000;1576682845.9129276
6821.33000000;1576682847.9360056
6820.76000000;1576682850.3220518
6820.80000000;1576682852.0170546
6819.06000000;1576682854.041307
6819.76000000;1576682856.0539432
6821.25000000;1576682858.474099
6822.14000000;1576682860.158498
6824.32000000;1576682862.2509084
6829.04000000;1576682864.5578458
6828.35000000;1576682866.289629
6828.59000000;1576682868.4185755
6824.50000000;1576682870.508259
6823.55000000;1576682872.558204
6822.79000000;1576682874.6864161
6825.16000000;1576682876.7126637
6819.34000000;1576682878.9590652
6817.83000000;1576682880.967707
6818.32000000;1576682883.219484
6822.57000000;1576682885.2393723
6821.97000000;1576682887.251887
6820.18000000;1576682889.317584
6820.03000000;1576682891.3863437
6818.28000000;1576682894.1972628
6817.70000000;1576682895.8507674
6820.00000000;1576682898.5230124
6817.56000000;1576682900.320191
6818.23000000;1576682902.3205438
6819.93000000;1576682904.571238
6821.02000000;1576682906.9306066
6822.04000000;1576682908.5749655
6825.11000000;1576682910.5852594
6825.18000000;1576682912.5936074
6828.95000000;1576682914.6828575
6830.62000000;1576682916.7261312
6837.79000000;1576682918.8463135
6836.76000000;1576682920.8514655
6837.11000000;1576682922.8767028
6834.20000000;1576682924.8973901
6830.37000000;1576682927.2229428
6833.25000000;1576682929.0331383
6834.47000000;1576682931.0491738
6831.71000000;1576682933.120328
6833.83000000;1576682935.1392462
6834.47000000;1576682937.2384248
6836.65000000;1576682939.47132
6836.49000000;1576682941.502891
6836.01000000;1576682943.6429362
6845.28000000;1576682945.6586208
6846.72000000;1576682947.7215078
6847.12000000;1576682950.0767505
6848.02000000;1576682951.8635824
6846.17000000;1576682954.004967
6845.93000000;1576682956.1266098
6838.16000000;1576682958.1972792
6839.95000000;1576682960.1911938
6839.48000000;1576682962.2562153
6839.37000000;1576682964.4256148
6840.91000000;1576682966.4588957
6843.29000000;1576682968.4721763
6844.42000000;1576682970.56789
6843.78000000;1576682972.6747746
6843.11000000;1576682974.7019281
6841.20000000;1576682976.7473114
6837.47000000;1576682978.7796462
6839.26000000;1576682981.049999
6840.82000000;1576682983.732247
6838.61000000;1576682985.4310715
6842.88000000;1576682987.9529295
6843.59000000;1576682990.2335298
6848.51000000;1576682992.2570019
6853.18000000;1576682994.2851257
6855.00000000;1576682996.2882621
6855.66000000;1576682998.3098245
6855.99000000;1576683000.1437092
6856.00000000;1576683002.423428
6862.00000000;1576683004.432355
6861.07000000;1576683006.4057724
6862.68000000;1576683008.4044678
6858.98000000;1576683010.4866576
6855.04000000;1576683012.5697305
6853.14000000;1576683014.6107593
6849.82000000;1576683016.7209122
6849.65000000;1576683018.864226
6849.50000000;1576683020.8042653
6850.90000000;1576683022.8441238
6851.16000000;1576683025.2999022
6849.94000000;1576683027.3273973
6847.23000000;1576683029.064529
6846.90000000;1576683031.1326656
6842.71000000;1576683033.2231581
6841.53000000;1576683035.234665
6839.96000000;1576683037.268115
6838.70000000;1576683039.3935015
6838.00000000;1576683041.4242675
6836.22000000;1576683043.609982
6836.51000000;1576683045.7420561
6835.73000000;1576683047.8214536
6835.41000000;1576683049.864915
6837.13000000;1576683052.7835734
6837.34000000;1576683055.1543396
6838.29000000;1576683058.0710094
6834.98000000;1576683059.0908785
6834.82000000;1576683061.171565
6830.92000000;1576683063.1574621
6831.74000000;1576683065.4962811
6835.39000000;1576683067.5173914
6830.94000000;1576683069.818807
6829.83000000;1576683071.8487914
6830.63000000;1576683073.9068325
6827.67000000;1576683075.9915159
6827.43000000;1576683078.07591
6825.71000000;1576683080.2052195
6824.12000000;1576683082.5295184
6822.26000000;1576683084.6697397
6821.18000000;1576683086.681107
6820.92000000;1576683088.8977196
6821.28000000;1576683090.9080465
6824.83000000;1576683092.9470634
6824.86000000;1576683095.0416543
6822.60000000;1576683097.1741073
6820.57000000;1576683099.178384
6816.11000000;1576683101.1767702
6813.17000000;1576683103.2710524
6812.89000000;1576683105.392394
6814.21000000;1576683107.6995354
6813.48000000;1576683110.0392382
6813.62000000;1576683112.0458446
6813.99000000;1576683114.2042692
6812.72000000;1576683116.2748754
6812.28000000;1576683118.397786
6812.86000000;1576683120.434989
6812.14000000;1576683122.458553
6807.88000000;1576683124.6705
6804.01000000;1576683126.677372
6804.38000000;1576683128.9169729
6803.77000000;1576683131.0189235
6805.09000000;1576683133.02661
6804.44000000;1576683135.0582068
6807.17000000;1576683137.0683496
6805.12000000;1576683139.1083002
6807.42000000;1576683141.2887073
6809.78000000;1576683143.224382
6809.27000000;1576683145.2069318
6809.02000000;1576683147.6959653
6808.82000000;1576683149.2545762
6811.74000000;1576683151.2884424
6811.68000000;1576683153.3012137
6811.53000000;1576683155.3588388
6812.00000000;1576683157.3743227
6811.70000000;1576683159.37715
6815.46000000;1576683161.5297618
6815.85000000;1576683163.5681705
6818.78000000;1576683166.0962455
6819.63000000;1576683167.8182209
6821.38000000;1576683169.9351625
6822.44000000;1576683171.95901
6822.78000000;1576683173.942318
6820.01000000;1576683176.026696
6819.60000000;1576683178.0968175
6820.40000000;1576683180.1026914
6820.39000000;1576683182.1291876
6821.18000000;1576683184.3056834
6818.65000000;1576683186.4222949
6815.46000000;1576683188.4149733
6818.09000000;1576683190.6110096
6818.74000000;1576683192.6500266
6819.09000000;1576683195.3576484
6819.00000000;1576683197.3729932
6815.00000000;1576683199.4483595
6813.20000000;1576683201.4726272
6809.00000000;1576683203.49409
6808.71000000;1576683205.5680134
6810.30000000;1576683208.1181402
6809.01000000;1576683210.1269636
6807.62000000;1576683212.391895
6804.11000000;1576683214.426774
6803.23000000;1576683216.441703
6801.67000000;1576683218.5027142
6803.42000000;1576683220.51548
6807.62000000;1576683222.8690805
6805.72000000;1576683224.536117
6806.78000000;1576683226.5893955
6804.62000000;1576683229.119329
6796.99000000;1576683231.1292374
6793.57000000;1576683233.1481678
6789.22000000;1576683235.25306
6788.89000000;1576683237.3091326
6793.55000000;1576683239.3915596
6795.70000000;1576683241.393235
6799.07000000;1576683243.4011471
6796.68000000;1576683245.542278
6796.77000000;1576683247.679195
6797.41000000;1576683249.8736606
6798.72000000;1576683252.1173167
6799.08000000;1576683254.1539438
6798.97000000;1576683256.2756088
6799.96000000;1576683258.379964
6801.73000000;1576683260.4280496
6799.97000000;1576683262.4419916
6802.35000000;1576683264.500024
6802.74000000;1576683266.5431185
6804.85000000;1576683268.6275337
6806.53000000;1576683270.6950185
6807.43000000;1576683272.6897113
6807.44000000;1576683274.7904546
6807.53000000;1576683276.8430998
6803.73000000;1576683278.9437256
6800.79000000;1576683281.0791948
6805.42000000;1576683283.1223125
6807.95000000;1576683285.1430614
6805.26000000;1576683287.1585011
6801.60000000;1576683289.3239355
6804.93000000;1576683291.5095806
6806.36000000;1576683293.741102
6804.57000000;1576683296.0580647
6799.00000000;1576683298.0979908
6799.63000000;1576683300.1814637
6801.80000000;1576683302.4421952
6801.60000000;1576683304.5432534
6798.98000000;1576683306.5068972
6799.43000000;1576683308.5438018
6801.78000000;1576683310.5884025
6799.97000000;1576683312.6351738
6803.00000000;1576683314.8095932
6802.15000000;1576683316.8554552
6798.93000000;1576683318.8328264
6797.77000000;1576683321.3155253
6799.94000000;1576683323.4697356
6802.01000000;1576683325.8643355
6800.05000000;1576683327.8939624
6799.45000000;1576683329.951788
6799.19000000;1576683332.3227408
6797.07000000;1576683334.3554468
6797.19000000;1576683336.410261
6798.05000000;1576683338.7531445
6799.03000000;1576683341.089231
6798.65000000;1576683343.1292784
6798.25000000;1576683345.1670625
6793.82000000;1576683347.1745365
6792.19000000;1576683350.01095
6793.24000000;1576683352.1809454
6793.92000000;1576683354.2917688
6793.20000000;1576683356.4639075
6790.47000000;1576683359.0229914
6790.70000000;1576683361.547918
6789.14000000;1576683363.7336674
6791.42000000;1576683365.8304882
6793.02000000;1576683368.0238876
6792.34000000;1576683370.1474977
6792.30000000;1576683372.3370717
6790.18000000;1576683374.7928884
6791.72000000;1576683377.0420363
6789.26000000;1576683379.115392
6789.28000000;1576683381.5185375
6790.68000000;1576683384.0163004
6791.97000000;1576683386.0722432
6795.94000000;1576683388.1468034
6795.35000000;1576683390.3955948
6794.10000000;1576683392.5373595
6792.00000000;1576683394.62145
6793.84000000;1576683396.6551595
6794.00000000;1576683398.7924066
6793.18000000;1576683400.8556523
6796.01000000;1576683402.976535
6795.77000000;1576683405.2344325
6795.31000000;1576683408.230652
6796.37000000;1576683410.8007355
6796.65000000;1576683413.1369634
6801.00000000;1576683415.1364155
6802.05000000;1576683417.2004874
6800.66000000;1576683419.2311933
6799.83000000;1576683421.5553842
6801.51000000;1576683424.0639675
6800.95000000;1576683426.3087552
6801.13000000;1576683428.44485
6799.63000000;1576683430.5144954
6799.94000000;1576683432.7119083
6798.30000000;1576683434.8258832
6796.72000000;1576683436.8938544
6795.67000000;1576683438.9964209
6794.16000000;1576683441.3436418
6795.31000000;1576683443.552561
6796.53000000;1576683445.6685035
6795.62000000;1576683448.1688883
6793.97000000;1576683450.1857562
6793.98000000;1576683452.2255764
6793.90000000;1576683454.2811906
6798.34000000;1576683456.368422
6796.97000000;1576683458.520997
6797.26000000;1576683460.5516925
6795.72000000;1576683462.8596418
6796.31000000;1576683465.481258
6796.46000000;1576683467.5277627
6797.05000000;1576683469.601594
6796.54000000;1576683471.9383955
6796.79000000;1576683474.273164
6797.67000000;1576683476.8791661
6798.59000000;1576683478.5555665
6800.35000000;1576683480.6144204
6801.29000000;1576683482.7913275
6799.37000000;1576683485.1220293
6798.30000000;1576683487.5737584
6799.99000000;1576683489.6830204
6800.00000000;1576683491.8546128
6800.12000000;1576683494.2776203
6801.19000000;1576683496.3082967
6801.04000000;1576683498.6133542
6802.06000000;1576683500.8513772
6803.40000000;1576683503.0028284
6805.66000000;1576683506.5019555
6805.67000000;1576683507.6443624
6809.56000000;1576683509.6625314
6811.39000000;1576683511.8895888
6810.42000000;1576683513.9025135
6807.67000000;1576683516.109968
6808.73000000;1576683518.3482735
6810.39000000;1576683520.3945386
6809.89000000;1576683522.4227052
6811.45000000;1576683524.4901052
6814.15000000;1576683526.7454872
6814.01000000;1576683528.773642
6813.43000000;1576683530.7961583
6810.14000000;1576683533.0053053
6811.15000000;1576683535.272129
6811.84000000;1576683537.7760248
6808.97000000;1576683539.8518403
6808.97000000;1576683541.9280994
6808.00000000;1576683544.809553
6808.48000000;1576683546.821537
6813.15000000;1576683549.2344208
6811.04000000;1576683551.3311276
6808.97000000;1576683553.3513727
6808.41000000;1576683555.5553148
6812.49000000;1576683557.6340268
6814.08000000;1576683559.8757432
6813.97000000;1576683562.0942929
6815.57000000;1576683564.5630362
6818.00000000;1576683566.7508326
6818.88000000;1576683568.8356164
6816.50000000;1576683570.9180245
6814.63000000;1576683573.2263072
6816.70000000;1576683575.500555
6816.60000000;1576683577.6317267
6816.77000000;1576683579.870011
6816.73000000;1576683581.9624166
6817.14000000;1576683583.9662993
6815.73000000;1576683586.5700223
6815.34000000;1576683588.988981
6814.54000000;1576683591.391351
6812.01000000;1576683593.4878023
6811.89000000;1576683596.0328364
6810.79000000;1576683598.0083835
6813.12000000;1576683600.605111
6812.92000000;1576683602.645061
6812.90000000;1576683604.7620714
6812.68000000;1576683606.8322814
6812.02000000;1576683608.9273484
6811.01000000;1576683611.0872657
6809.29000000;1576683613.1972754
6809.78000000;1576683615.2056167
6807.85000000;1576683617.326706
6806.56000000;1576683619.450521
6805.60000000;1576683621.5406675
6805.17000000;1576683623.8965242
6805.03000000;1576683625.9608738
6805.01000000;1576683628.0907886
6803.55000000;1576683630.3890145
6803.97000000;1576683632.5752244
6805.84000000;1576683634.8741457
6805.85000000;1576683637.0377324
6803.77000000;1576683639.0587604
6805.16000000;1576683641.2030597
6802.86000000;1576683643.2308445
6803.48000000;1576683645.3354838
6802.55000000;1576683647.5251913
6801.08000000;1576683649.598548
6802.03000000;1576683652.210205
6794.66000000;1576683654.2811427
6794.55000000;1576683656.9342487
6795.23000000;1576683658.9343014
6795.82000000;1576683661.0488367
6795.48000000;1576683663.060384
6795.96000000;1576683666.1831708
6798.24000000;1576683668.448069
6796.06000000;1576683670.6866498
6795.84000000;1576683672.7455785
6797.15000000;1576683674.8615568
6797.15000000;1576683677.0103889
6799.04000000;1576683679.0373428
6798.71000000;1576683681.20303
6796.47000000;1576683683.382212
6800.89000000;1576683685.4307837
6804.44000000;1576683687.5985417
6804.45000000;1576683689.6296778
6803.85000000;1576683692.5598404
6803.34000000;1576683693.9201474
6800.75000000;1576683696.227484
6800.12000000;1576683698.2768261
6799.69000000;1576683700.433992
6799.21000000;1576683702.4922917
6798.31000000;1576683704.9350224
6800.65000000;1576683707.283157
6802.99000000;1576683709.052904
6803.12000000;1576683711.321758
6803.53000000;1576683713.614217
6804.98000000;1576683715.8595774
6804.95000000;1576683718.0089993
6803.19000000;1576683720.161273
6802.53000000;1576683722.434817
6804.66000000;1576683724.5317307
6804.46000000;1576683727.1715534
6803.46000000;1576683729.90703
6802.65000000;1576683731.6079724
6800.22000000;1576683734.3983114
6800.77000000;1576683736.6858997
6801.23000000;1576683738.962892
6802.92000000;1576683741.0613666
6801.99000000;1576683743.6210814
6803.92000000;1576683745.6095114
6803.10000000;1576683747.8604727
6803.37000000;1576683750.115846
6804.41000000;1576683752.2975402
6803.52000000;1576683754.5428984
6803.69000000;1576683756.5625432
6805.12000000;1576683759.5713778
6803.74000000;1576683761.9980445
6803.77000000;1576683764.2937996
6802.55000000;1576683766.7023244
6802.54000000;1576683768.9480486
6802.48000000;1576683771.016314
6804.00000000;1576683773.2036352
6805.46000000;1576683775.5774543
6805.54000000;1576683777.933572
6807.43000000;1576683779.9968083
6807.27000000;1576683782.19761
6806.27000000;1576683784.21065
6806.27000000;1576683786.5482228
6806.64000000;1576683788.581809
6806.40000000;1576683790.8047266
6805.52000000;1576683793.2847333
6805.48000000;1576683795.502523
6804.59000000;1576683797.6125517
6804.86000000;1576683799.6514244
6808.14000000;1576683801.8416035
6808.14000000;1576683804.8573468
6808.58000000;1576683806.8891847
6806.82000000;1576683808.937957
6805.45000000;1576683811.097505
6805.58000000;1576683813.570955
6805.00000000;1576683815.9001443
6802.98000000;1576683818.0556602
6801.41000000;1576683820.2990904
6801.58000000;1576683822.7239988
6802.06000000;1576683825.5565393
6799.95000000;1576683827.622302
6799.57000000;1576683829.731916
6799.44000000;1576683831.966359
6798.55000000;1576683834.0695584
6801.05000000;1576683836.1443415
6800.69000000;1576683838.4062085
6802.08000000;1576683840.5705395
6802.94000000;1576683842.9856255
6802.74000000;1576683845.003236
6800.72000000;1576683847.094765
6800.72000000;1576683849.3148031
6802.87000000;1576683852.0237067
6803.04000000;1576683854.2184744
6803.04000000;1576683856.3788955
6807.59000000;1576683858.8647351
6808.14000000;1576683860.9896677
6807.88000000;1576683862.9952705
6806.97000000;1576683864.9931133
6806.32000000;1576683867.7601418
6805.74000000;1576683869.775717
6806.77000000;1576683872.1107783
6807.59000000;1576683874.3085935
6809.44000000;1576683876.522444
6811.29000000;1576683878.644453
6813.87000000;1576683880.7087584
6813.20000000;1576683882.9869084
6814.12000000;1576683885.3366413
