Open,High,Low,Close,Label
9197.02,9240,9185,9224.65,9197.02
9224.64,9245.87,9189.05,9189.6,9224.65
9190.97,9229.52,9177.22,9226.98,9189.6
9226.98,9242,9205.89,9239.19,9226.98
9239.19,9245,9216.75,9244.35,9239.19
9244.61,9289.99,9232.03,9276.43,9244.35
9277.48,9300,9263.84,9267,9276.43
9267,9298,9256.53,9274.53,9267
9274.39,9276.98,9232.75,9258.53,9274.53
9258.53,9276.92,9246.15,9254.68,9258.53
9254.74,9403.68,9250,9383.46,9254.68
9383.46,9421.75,9363.78,9418.48,9383.46
9419.17,9475.18,9414.35,9451.17,9418.48
9450.79,9466.65,9410,9448.87,9451.17
9448.87,9479,9412,9445.62,9448.87
9445.66,9494.2,9430.45,9485.08,9445.62
9484.22,9566.19,9472.3,9563,9485.08
9563,9568,9524.47,9560.52,9563
9560.55,9744.45,9560,9657.11,9560.52
9657.11,9715,9631.76,9655.99,9657.11
9655.93,9698.45,9653.56,9672.87,9655.99
9673.84,9725,9671.93,9692.5,9672.87
9692.5,9693.71,9608.27,9635,9692.5
9635.01,9671.22,9565.14,9612.04,9635
9612.03,9635.11,9526.35,9550.59,9612.04
9550.73,9634.99,9540,9634.5,9550.59
9634.83,9635.11,9568.57,9582.97,9634.5
9582.97,9650,9571,9635.7,9582.97
9635.2,9653.99,9617.1,9644.84,9635.7
9644.83,9664.93,9630,9637.15,9644.84
9637.48,9690,9607.52,9649.07,9637.15
9649.81,9697.78,9615.11,9628.8,9649.07
9629.85,9667.17,9605.55,9645.9,9628.8
9645.19,9665,9619.3,9662.24,9645.9
9662.24,9698,9647.35,9678.5,9662.24
9677.52,9707.21,9655,9698.89,9678.5
9698.66,9832.32,9698.66,9825.22,9698.89
9825.21,9862.56,9638,9744.19,9825.22
9744.83,9862.57,9681.44,9824.3,9744.19
9822.32,9830,9756,9786.88,9824.3
9786.87,9839.63,9750,9788.64,9786.88
9789.16,9810.7,9733.41,9771.57,9788.64
9771.87,9779.93,9717.85,9769.18,9771.57
9769.18,9778.1,9722.43,9747.29,9769.18
9747.29,9792,9739.17,9783.43,9747.29
9783.39,9801.98,9740,9750.19,9783.43
9750.23,9765.17,9685,9692.7,9750.19
9692.7,9777.67,9660,9772,9692.7
9772,9824.48,9752.65,9791.15,9772
9791.15,9829.72,9770.95,9808.04,9791.15
9808.55,9855,9786.17,9800,9808.04
9800,9828.47,9775,9779.78,9800
9779.73,9813.99,9741.17,9792.12,9779.78
9791.99,9819.99,9745.02,9756.7,9792.12
9758.01,9792.99,9745,9779.74,9756.7
9779.74,9810,9759.63,9801.83,9779.74
9801.83,9811.26,9766.31,9773.08,9801.83
9773.07,9810,9773.05,9793.48,9773.08
9794.38,9838.35,9791.79,9816.57,9793.48
9816.35,9885,9802.67,9809.33,9816.57
9810.01,9827.55,9730.54,9755.88,9809.33
9756.42,9800,9754.28,9782.04,9755.88
9782.84,9845,9780,9823.22,9782.04
9823.29,9834.99,9781.1,9802.02,9823.22
9802.01,9836.27,9764,9798.39,9802.02
9798.35,9810,9780,9781.03,9798.39
9781.03,9809.96,9780,9799.35,9781.03
9799.38,9802.14,9765,9775.59,9799.35
9775.08,9778.88,9740,9741.49,9775.59
9740.6,9778,9730,9759,9741.49
9758.98,9819,9757.82,9810.88,9759
9810.64,9831,9791.23,9813.73,9810.88
9813.87,9830.06,9769.81,9790,9813.73
9790,9795.4,9760,9786.43,9790
9786.42,9790.86,9706.74,9729.08,9786.43
9729.08,9729.73,9667.11,9714.11,9729.08
9714.14,9765,9700.02,9757.11,9714.11
9757.32,9780,9735.15,9760.99,9757.11
9761,9796.88,9751.81,9762.97,9760.99
9762.97,9779.09,9754.92,9771.39,9762.97
9771.39,9821,9769.51,9805.49,9771.39
9805.2,9821.5,9780,9809.31,9805.49
9809.3,9845,9791,9796.28,9809.31
9794.91,9817.89,9785.35,9810.02,9796.28
9810.02,9829.99,9801.15,9810.15,9810.02
9810.15,9866,9750,9793.51,9810.15
9793.5,9849,9783.25,9840.99,9793.51
9842.11,9850,9817.17,9829.47,9840.99
9829.5,9871,9810.1,9858.41,9829.47
9858.33,9888,9840.49,9862.19,9858.41
9862.52,9869.51,9810.62,9841.76,9862.19
9841.97,9869.43,9841.27,9862.69,9841.76
9862.15,9870,9845.39,9856.87,9862.69
9857.73,9940,9856.73,9914.67,9856.87
9913.02,9929.5,9840,9913.26,9914.67
9913.26,9923,9892.5,9895.05,9913.26
9895.04,9947.5,9880.75,9936.95,9895.05
9937.05,9944.25,9909.56,9938.9,9936.95
9938.86,10052.67,9937.92,10052.63,9938.9
10052.66,10131,10052.22,10091.27,10052.63
10091.85,10114.25,10040,10099.99,10091.27
10099.99,10123.1,10088.12,10096.76,10099.99
10096.98,10166,10094.87,10127.87,10096.76
10127.87,10151.04,10086.43,10110.93,10127.87
10110.93,10141.05,10075,10075,10110.93
10075.01,10126.16,10050,10121.59,10075
10121.59,10134,10100,10109.52,10121.59
10108.61,10145.64,10108.61,10126.5,10109.52
10126.5,10140.01,10089.05,10098.36,10126.5
10099.15,10118.44,10060,10084.35,10098.36
10084.43,10125.3,10000.1,10097.1,10084.35
10097.1,10125.79,10072.16,10112.03,10097.1
10112.04,10119,10075.32,10090.42,10112.03
10090.98,10093.46,10053.69,10078.3,10090.42
10078.36,10098.16,10069.96,10074.85,10078.3
10074.85,10088.12,10053,10064.3,10074.85
10064.35,10095,10059.53,10084.98,10064.3
10084.88,10126.75,10082.78,10126.17,10084.98
10126.22,10160,10119.78,10151.75,10126.17
10151.72,10188,10150,10184.19,10151.75
10184.19,10184.4,10130,10133.32,10184.19
10133.33,10147.26,10080,10120.59,10133.32
10120.4,10120.4,10060,10090.47,10120.59
10090.44,10105.54,10025.2,10055.96,10090.47
10055.98,10084.14,9756,9835.71,10055.96
9836.14,10021,9814.82,9955.91,9835.71
9956.22,9993,9936.96,9968.99,9955.91
9967.94,9971.48,9860.88,9892.56,9968.99
9893.78,9893.78,9765.15,9835.2,9892.56
9835.21,9872,9820.79,9847.78,9835.2
9848.63,9848.98,9765,9821.43,9847.78
9821.41,9848.63,9777.6,9845.86,9821.43
9847.63,9866,9810.99,9822.61,9845.86
9822.59,9900,9812.14,9886.63,9822.61
9886.67,9925.63,9850,9865.05,9886.63
9865.06,9893.17,9815.73,9832.49,9865.05
9832.86,9853.77,9812.28,9846.42,9832.49
9844.99,9860,9816.33,9842.26,9846.42
9842.25,9849.71,9800.02,9829.56,9842.26
9831.67,9878.05,9827.46,9852.43,9829.56
9852.08,9875,9845.47,9869.6,9852.43
9870.41,9870.41,9813,9842.83,9869.6
9841.8,9894.56,9841.8,9851.83,9842.83
9851.74,9862.18,9771.86,9779.69,9851.83
9779.13,9821.26,9700,9814.07,9779.69
9812.51,9821,9750,9759.76,9814.07
9759.76,9775,9722.24,9733.39,9759.76
9733.43,9761.63,9715,9749.12,9733.39
9749.11,9784.93,9742.49,9754.01,9749.12
9754,9785.78,9735.14,9765.38,9754.01
9765.38,9787.07,9727,9739.94,9765.38
9739.87,9789.95,9730.89,9789.88,9739.94
9788.99,9806.36,9763.16,9780.35,9789.88
9780.39,9805,9762,9786.87,9780.35
9786.89,9815,9775.07,9801.04,9786.87
9801.02,9877.54,9787.88,9847.74,9801.04
9847.74,9908,9846.46,9871.43,9847.74
9871.43,9901.5,9847,9857.95,9871.43
9857.19,10194,9852.58,10164.99,9857.95
10165,10311,10163.6,10220.12,10164.99
10220.22,10285,10215,10280,10220.12
10278.51,10323.59,10190.24,10206.22,10280
10206.26,10256.75,10160.15,10247.73,10206.22
10246.59,10260,10206.65,10222.04,10247.73
10221.98,10228.71,10168.75,10199.73,10222.04
10198.52,10220.78,10179.92,10204,10199.73
10204,10252.9,10183.47,10223.08,10204
10223.08,10320,10223.08,10318.97,10223.08
10317.36,10319.71,10266.03,10279.4,10318.97
10279.41,10291.39,10226.43,10252.94,10279.4
10253.44,10287.2,10241.79,10263,10252.94
10263.08,10300.66,10256.78,10269,10263
10269.06,10333.28,10256.65,10319.53,10269
10319.57,10343.01,10269.25,10328.24,10319.53
10327.51,10450,10306.02,10366,10328.24
10366.62,10371.72,10226.44,10292.3,10366
10293,10293.13,10236.44,10275.96,10292.3
10275.06,10325,10243.25,10305.83,10275.96
10305.74,10370.75,10288.77,10343.4,10305.83
10343.4,10344.99,10291.93,10336.39,10343.4
10336.82,10380.22,10327.05,10370,10336.39
10369.93,10415,10284.46,10346.12,10370
10346.27,10348.26,10250,10314.56,10346.12
10314.56,10374.94,10294,10339.77,10314.56
10339.72,10364.52,10312.77,10354.91,10339.77
10355.06,10359,10319,10345.78,10354.91
10345.78,10350.54,10313,10313.47,10345.78
10313.49,10383.97,10313.49,10377.9,10313.47
10376.67,10410,10315.21,10373.28,10377.9
10373,10380.8,10329.45,10337.26,10373.28
10337.26,10365,10303,10326.46,10337.26
10325.33,10381.99,10310.51,10366.62,10326.46
10368.05,10400,10350.27,10393.26,10366.62
10393.24,10423.88,10363.61,10405.75,10393.26
10407.29,10440.67,10365,10379.74,10405.75
10379.61,10423,10378.31,10395.08,10379.74
10394.88,10439.99,10394.87,10435.82,10395.08
10435.98,10457.63,10422.19,10452.97,10435.82
10452.97,10491,10326.49,10338.96,10452.97
10338.94,10366.53,10110,10260.86,10338.96
10260.86,10264.14,10100,10166.97,10260.86
10164.05,10210,10123,10169.93,10166.97
10169.33,10189.69,10080,10151.11,10169.93
10151.66,10240,10100.2,10211.08,10151.11
10211.08,10500,10183.33,10199,10211.08
10186.93,10352,10123.6,10248.93,10199
10250.26,10315.65,10190.86,10254.93,10248.93
10254.23,10292.99,10156,10162.74,10254.93
10162.73,10244.44,10145.5,10199.68,10162.74
10198.64,10239.81,10185.03,10206.44,10199.68
10206.46,10271.96,10200.5,10250.31,10206.44
10251.15,10265,10208.14,10226.61,10250.31
10226.5,10228.95,10181.88,10189.01,10226.61
10189.86,10240.26,10185.03,10224.15,10189.01
10224,10252.79,10207.02,10229.63,10224.15
10227.78,10242.79,10178.27,10224.81,10229.63
10225.59,10281.18,10209.19,10227.89,10224.81
10228.57,10266.6,10224.92,10260.68,10227.89
10260.65,10290,10214,10258.7,10260.68
10258.66,10280,10204.34,10221.9,10258.7
10221.89,10237.09,10162.37,10173.25,10221.9
10173.3,10202.91,10154,10196.27,10173.25
10196,10205.86,10111.37,10124.98,10196.27
10124.98,10178.44,10111.57,10165.14,10124.98
10165.13,10229.5,10150.01,10223.85,10165.14
10223.86,10298,10206.3,10252.96,10223.85
10251.68,10278.55,10213.82,10269.24,10252.96
10269.52,10287.37,10240,10258.57,10269.24
10258.56,10268.3,10240,10252.9,10258.57
10253.51,10360.2,10224,10240.23,10252.9
10239.64,10288,10231.31,10249.94,10240.23
10249.94,10308.08,10243.72,10285,10249.94
10285,10292.96,10258.25,10281.46,10285
10281.67,10359,10281.63,10356.89,10281.46
10356.95,10375.45,10316.3,10341.64,10356.89
10340.15,10375,10340.13,10354.47,10341.64
10354.05,10381.56,10314.5,10329.81,10354.47
10329.79,10348.41,10280.11,10346,10329.81
10346.25,10352.36,10320,10344.36,10346
10344.36,10375,10320,10333.09,10344.36
10332.99,10349.53,10235.08,10244.5,10333.09
10245.92,10277.62,10203.52,10240.64,10244.5
10240.2,10287,10240.19,10272.39,10240.64
10273.09,10279,10245.01,10260.63,10272.39
10261.17,10263.45,10220,10224.72,10260.63
10223.08,10261.79,10200,10240.01,10224.72
10240,10245.07,10190.9,10221.76,10240.01
10221.03,10252.98,10211.82,10252.8,10221.76
10252.24,10269.99,10221.79,10256.63,10252.8
10256.9,10274.18,10242.21,10242.99,10256.63
10243.41,10254.83,10220,10229.36,10242.99
10229.36,10248.97,10207.97,10240,10229.36
10240,10246.75,10214.59,10236.06,10240
10236.3,10259.97,10234.02,10241.65,10236.06
10242.84,10244.76,9801,9983.18,10241.65
9983.24,10095,9866.39,9903.95,9983.18
9903.9,9950.9,9827,9844.69,9903.95
9844.42,9920,9811.84,9914.13,9844.69
9914.14,9940,9891.66,9893.99,9914.13
9893.52,9919.57,9870.33,9892.89,9893.99
9893.96,9929.75,9891.15,9923.53,9892.89
9923.54,9949,9911.17,9923.82,9923.53
9924.94,9936.27,9882.04,9904.72,9923.82
9904.46,9929.99,9853.02,9929.31,9904.72
9929.6,9940.11,9910.03,9931,9929.31
9930.99,10042.67,9917.07,10041.53,9931
10041.53,10050,9992.64,10000.58,10041.53
10000.62,10029.97,9975,10021.36,10000.58
10020.97,10033.33,9937,9955.43,10021.36
9955.43,9980,9945.79,9966.07,9955.43
9966.05,9984.45,9955.55,9959.51,9966.07
9959.58,10017,9945.94,9989.31,9959.51
9989.32,10009.66,9961.2,9971.5,9989.31
9971.37,9988.82,9928.48,9935.57,9971.5
9935.57,9970.54,9901.28,9922.63,9935.57
9922.63,9953.84,9877.16,9917.42,9922.63
9917.42,9956.02,9856.6,9938.11,9917.42
9937.56,9974.98,9885.25,9895.2,9938.11
9895.5,9921.62,9825.16,9858.54,9895.2
9858.54,9909,9638.12,9734.99,9858.54
9735,9800,9692.03,9755.03,9734.99
9755.04,9840.06,9755.02,9796.01,9755.03
9796.01,9797.73,9711.3,9745.57,9796.01
9745.91,9781.61,9729.96,9781.18,9745.57
9780.8,9793.1,9753.38,9758.55,9781.18
9759.49,9877.96,9750.73,9877.59,9758.55
9877.63,9996.58,9867.25,9917.27,9877.59
9910.7,9964.16,9850,9862.18,9917.27
9862.2,9909.1,9839.05,9852.83,9862.18
9851.98,9863.57,9793.11,9840.51,9852.83
9840.51,9849.51,9758.59,9808.4,9840.51
9807.74,9808.32,9710,9742.16,9808.4
9742.18,9808.04,9738.7,9761.78,9742.16
9761.17,9842.34,9747.46,9774.11,9761.78
9773.01,9811.94,9734.85,9753.26,9774.11
9753.01,9813.74,9737.28,9802.59,9753.26
9801.42,9832.92,9772.22,9792.53,9802.59
9792.53,9793.49,9677.68,9715.34,9792.53
9715.22,9716.35,9568,9609.94,9715.34
9609.94,9669.99,9585.35,9633.14,9609.94
9633.48,9656.88,9517.11,9532.77,9633.14
9532.72,9618.31,9452.67,9591.77,9532.77
9591.79,9661.99,9540.5,9633.45,9591.77
9635.27,9725.79,9615.63,9671.73,9633.45
9673.25,9697.65,9576.03,9640.01,9671.73
9640.01,9648.99,9580,9645.06,9640.01
9645.01,9673.98,9600,9666.15,9645.06
9667.34,9700,9616.11,9625.04,9666.15
9628.06,9669,9610,9632.48,9625.04
9631.95,9664.02,9607.05,9630.1,9632.48
9630.17,9727.41,9613.12,9706,9630.1
9706,9715,9624.7,9660.87,9706
9660.83,9743,9660.83,9710.65,9660.87
9711.36,9759,9703.78,9714.29,9710.65
9714.64,9745.92,9675.6,9724.82,9714.29
9724.86,9800,9720,9800,9724.82
9799.98,9810,9768.01,9785.74,9800
9785.8,9810,9750,9775.48,9785.74
9775.64,9815,9763.3,9790.58,9775.48
9790.9,9794.99,9740,9741.61,9790.58
9741.65,9749.91,9662.72,9694.15,9741.61
9694.15,9744.99,9631,9731.41,9694.15
9730.2,9756.97,9678.94,9702.27,9731.41
9703.85,9704.58,9638.11,9656.92,9702.27
9657.28,9669.85,9576.01,9627.27,9656.92
9627.3,9718.01,9627.3,9696.65,9627.27
9696.66,9875.51,9695.74,9830.68,9696.65
9830.69,9924.42,9815.9,9918.91,9830.68
9919.76,9952,9877.35,9946.38,9918.91
9946.71,10048,9946.38,9985.73,9946.38
9987.16,10048,9973,10043.49,9985.73
10043.08,10163,10038.23,10155.01,10043.49
10156.22,10250,10036.72,10134.71,10155.01
10135.93,10174.54,10067.19,10168.26,10134.71
10168.89,10206.94,10136.64,10164.71,10168.26
10164.78,10186.35,10079.25,10102.41,10164.71
10102.75,10149,10101.97,10112.83,10102.41
10112.83,10166.66,10110,10150.74,10112.83
10151.05,10173,10125,10149.63,10150.74
10150.48,10164.93,10089.24,10111.65,10149.63
10111.75,10134.7,10085.36,10118.55,10111.65
10118,10118.66,10044.68,10069.02,10118.55
10067.99,10089.37,10027,10059.3,10069.02
10059.08,10161.99,10011.06,10159.65,10059.3
10158.2,10159.53,10101.01,10112.99,10159.65
10112.86,10144.62,10080,10126.09,10112.99
10125,10150,10117.66,10148.93,10126.09
10149.99,10250,10133.1,10158.94,10148.93
10157.57,10200,10131.25,10194.77,10158.94
10194.39,10207.69,10136.9,10139.22,10194.77
10138.59,10154.64,10045.45,10152.55,10139.22
10153.18,10156.48,9350,9615.72,10152.55
9615.77,9711.08,9500,9693.13,9615.72
9693.6,9696.5,9572.42,9593.79,9693.13
9594.65,9653.9,9575,9626.38,9593.79
9626.38,9668,9595.83,9600.84,9626.38
9600.84,9613.86,9500,9588.41,9600.84
9588.4,9605.26,9551.56,9571.5,9588.41
9571.5,9600.54,9545.7,9581.37,9571.5
9581.36,9586.01,9538,9570.02,9581.37
9570.03,9620.02,9550.32,9619.58,9570.02
9619.58,9630.33,9591.6,9607.23,9619.58
9606.78,9609.99,9540.17,9582.53,9607.23
9582.5,9620,9552.08,9604.76,9582.53
9604.96,9650,9571.67,9607.05,9604.76
9607.26,9635,9556.51,9565.39,9607.05
9565.49,9603,9525.7,9554.77,9565.39
9554.93,9592.86,9518.08,9589.38,9554.77
9589.99,9619.83,9563.67,9598.99,9589.38
9599,9609.9,9562.61,9574.26,9598.99
9574.43,9699,9400,9631.35,9574.26
9633.42,9647.36,9410,9498.77,9631.35
9497.02,9577.88,9460.02,9530.63,9498.77
9531.29,9574.49,9516.61,9551.96,9530.63
9553.69,9589,9537,9582.8,9551.96
9582.49,9623.82,9560,9609.21,9582.8
9609.2,9663.14,9572.79,9611.57,9609.21
9611.57,9622.85,9580,9596.42,9611.57
9597.21,9610,9569.42,9600.1,9596.42
9600.1,9648,9584.21,9647.99,9600.1
9647.99,9662.94,9630,9643.57,9647.99
9643.54,9714.06,9609.93,9708.17,9643.57
9707.39,9733,9660.79,9688.99,9708.17
9688.99,9701,9650,9674.22,9688.99
9675.12,9730,9655.16,9669.7,9674.22
9669.91,9689.19,9651,9673.43,9669.7
9673.43,9689.22,9613.04,9632.07,9673.43
9632.01,9669.43,9613,9659.91,9632.07
9660.05,9715.74,9645.01,9677.94,9659.91
9677.95,9719,9676.52,9694.56,9677.94
9694.56,9755.51,9691.08,9747.01,9694.56
9747.01,9748.57,9683.38,9726.37,9747.01
9727.5,9742.43,9663.35,9675.01,9726.37
9675.01,9725.42,9660,9722.56,9675.01
9722.62,9742.33,9687.01,9724.22,9722.56
9723.55,9731.9,9690.57,9709.79,9724.22
9709.25,9727,9700,9701.11,9709.79
9701.2,9716.4,9660,9681.84,9701.11
9681.84,9720,9550.21,9695.41,9681.84
9695.44,9710,9623.71,9663.29,9695.41
9662.99,9664.15,9626.08,9656.45,9663.29
9656.3,9713.7,9641.23,9677.05,9656.45
9677.05,9709.17,9660.3,9689.67,9677.05
9689.66,9692.08,9647.62,9651.09,9689.67
9651.09,9664.95,9637,9646.59,9651.09
9646.96,9682.23,9642.68,9665.9,9646.59
9665.44,9668.81,9613.8,9622.72,9665.9
9623.46,9647.36,9582.02,9613.52,9622.72
9612.47,9618.77,9560.02,9600.11,9613.52
9597.25,9615,9581.82,9590.9,9600.11
9590.26,9658.09,9589.35,9642,9590.9
9641.88,9643.17,9578.9,9616.85,9642
9617.45,9640,9611.37,9624.58,9616.85
9623.53,9640,9617.1,9634.61,9624.58
9633.1,9670,9630.54,9649.02,9634.61
9649.02,9665.02,9635,9653.67,9649.02
9653.26,9663.68,9635,9645,9653.67
9645,9652.83,9607.42,9630.19,9645
9631.05,9649,9600.01,9642.87,9630.19
9642.84,9680,9626.32,9656.29,9642.87
9656.35,9663.15,9640,9655.64,9656.29
9655.71,9679,9655.07,9666.93,9655.64
9667.91,9697,9667.27,9676.46,9666.93
9676.45,9696,9668.94,9682.01,9676.46
9681.76,9683,9659.41,9667.25,9682.01
9667.16,9681.63,9644.47,9650.86,9667.25
9650.85,9678.93,9645,9676.24,9650.86
9676.2,9683.08,9658.97,9666.49,9676.24
9665.82,9683.92,9659.96,9680.54,9666.49
9682.37,9797.97,9675.19,9787.08,9680.54
9786.5,9920,9786.46,9848.34,9787.08
9848.48,9920,9829.01,9868.38,9848.34
9868.3,9916,9865.57,9891.74,9868.38
9891.72,9910.19,9861.54,9880.7,9891.74
9880.71,9889.91,9863,9880.1,9880.7
9880.1,9912.29,9870.41,9885.86,9880.1
9885.81,9990,9840.77,9852.98,9885.86
9851.53,9879.93,9810.07,9825.57,9852.98
9825.39,9863.78,9800,9844.15,9825.57
9844.02,9889.99,9839.4,9867.84,9844.15
9868.53,9900,9855,9895.63,9867.84
9895.64,9907.65,9840.44,9861.9,9895.63
9861.9,9889.13,9846.1,9868.8,9861.9
9869.11,9889,9860.01,9877.99,9868.8
9878,9890,9863,9874.96,9877.99
9874.92,9896,9861.05,9871.76,9874.96
9871.75,9879.68,9835.51,9865,9871.76
9865,9882,9853.88,9859.38,9865
9859.38,9913,9850,9909.94,9859.38
9909.93,9971.17,9885.01,9936.4,9909.94
9936.4,9990,9902.46,9946.07,9936.4
9946.95,9949.92,9875.48,9885.04,9946.07
9885.58,9917,9600,9741.09,9885.04
9739.11,9782.08,9725.11,9753.71,9741.09
9753.64,9759.99,9730.78,9756.8,9753.71
9757.21,9760,9730.05,9759.49,9756.8
9759.41,9762.91,9710.2,9726.19,9759.49
9728.63,9757.49,9667.71,9752.83,9726.19
9752.81,9770.35,9740.24,9757.52,9752.83
9756.94,9769.11,9694.74,9717.8,9757.52
9717.81,9754,9698.04,9748.74,9717.8
9748.45,9820,9737.85,9811.38,9748.74
9811.98,9843.5,9778.31,9795.16,9811.38
9797.04,9811.1,9735.49,9751.01,9795.16
9750.85,9824.66,9710.95,9736.45,9751.01
9736.84,9781.28,9668,9703.28,9736.45
9703,9731.6,9634.29,9650,9703.28
9650,9659.96,9569.91,9600.76,9650
9599.56,9600.73,9473.56,9588.3,9600.76
9588.27,9646.19,9569,9601.09,9588.3
9601.14,9646.2,9569.03,9594.81,9601.09
9594.81,9620,9563.32,9609.61,9594.81
9609.61,9650,9599.11,9633.5,9609.61
9633.9,9671.98,9610,9656.13,9633.5
9655.52,9671.12,9602.39,9616.74,9656.13
9617.22,9650.98,9580,9590.44,9616.74
9590.71,9621.98,9567.22,9608.24,9590.44
9607.34,9627.52,9571.45,9579.44,9608.24
9579.94,9604.99,9551.11,9576.22,9579.44
9576.23,9592.73,9528.19,9556.3,9576.22
9556.82,9571.75,9505,9540.53,9556.3
9537.81,9538.83,9486.18,9520.16,9540.53
9520.06,9581.63,9502.57,9552.43,9520.16
9552.2,9596.03,9550.55,9561.36,9552.43
9561.36,9580.98,9536,9552.72,9561.36
9552.79,9645,9488,9627.22,9552.72
9626.43,9675,9595.05,9615.51,9627.22
9616.34,9620,9550,9567.8,9615.51
9568.87,9570.31,9360,9404.87,9567.8
9404.87,9436.82,9369,9397.47,9404.87
9395.19,9460.56,9300,9308.85,9397.47
9308.84,9392.06,9281,9335.24,9308.85
9335.21,9399,9322.47,9375.4,9335.24
9374.94,9377.36,9322.06,9359.95,9375.4
9359.95,9377.76,9297,9329.86,9359.95
9329.58,9417,9250,9389.88,9329.86
9389.92,9426.02,9366.8,9396.01,9389.88
9395.96,9396.16,9306.9,9315.84,9396.01
